player_name,season,team,position,age,games_played,salary,salary_formatted,salary_rank,pg_points,pg_rebounds,pg_assists,pg_steals,pg_blocks,PER,TS_pct,usage_pct,WS,VORP,BPM,OBPM,DBPM,points_per_million,salary_per_WS,salary_per_VORP,value_score,value_category,season_year
OG Anunoby,2022-23,TOR,SF,25.0,67.0,17357143,"$17,357,143",81,16.8,5.0,2.0,1.9,0.7,14.6,0.586,19.5,4.7,1.5,0.4,-0.3,0.7,0.97,3693009.0,11571429.0,8.64,Fair Value,2022
Devin Booker,2022-23,PHO,SG,26.0,53.0,33833400,"$33,833,400",25,27.8,4.5,5.5,1.0,0.3,22.0,0.601,31.8,6.0,2.9,4.2,4.5,-0.3,0.82,5638900.0,11666690.0,8.57,Star - Fair Value,2022
Mike Muscala,2022-23,OKC,C,31.0,43.0,3500000,"$3,500,000",279,6.2,3.1,0.9,0.3,0.4,13.8,0.602,15.7,1.7,0.3,0.1,0.3,-0.1,1.77,2058824.0,11666667.0,8.57,Fair Value,2022
Kawhi Leonard,2022-23,LAC,SF,31.0,52.0,42492492,"$42,492,492",6,23.8,6.5,3.9,1.4,0.5,23.9,0.623,27.0,7.1,3.5,6.1,5.1,0.9,0.56,5984858.0,12140712.0,8.24,Star - Fair Value,2022
Jrue Holiday,2022-23,MIL,PG,32.0,67.0,34319520,"$34,319,520",24,19.3,5.1,7.4,1.2,0.4,19.2,0.586,25.0,6.7,2.8,3.1,3.0,0.1,0.56,5122316.0,12256971.0,8.16,Star - Fair Value,2022
Zach Collins,2022-23,SAS,C,25.0,63.0,7350000,"$7,350,000",185,11.6,6.4,2.9,0.6,0.8,16.4,0.599,21.2,2.2,0.6,-0.2,-0.5,0.3,1.58,3340909.0,12250000.0,8.16,Fair Value,2022
Raul Neto,2022-23,CLE,PG,30.0,48.0,2463490,"$2,463,490",336,3.3,1.0,1.6,0.4,0.1,12.6,0.628,13.2,1.5,0.2,-0.2,-1.7,1.5,1.34,1642327.0,12317450.0,8.12,Fair Value,2022
Frank Kaminsky,2022-23,ATL,C,29.0,26.0,2463490,"$2,463,490",336,2.7,1.4,0.8,0.2,0.0,14.9,0.72,13.9,0.5,0.2,2.6,0.7,1.8,1.1,4926980.0,12317450.0,8.12,Fair Value,2022
Usman Garuba,2022-23,HOU,C,20.0,75.0,2471160,"$2,471,160",335,3.0,4.1,0.9,0.6,0.4,12.9,0.569,10.5,1.8,0.2,-1.4,-2.0,0.6,1.21,1372867.0,12355800.0,8.09,Fair Value,2022
Mikal Bridges,2022-23,PHO,SF,26.0,56.0,20100000,"$20,100,000",66,17.2,4.3,3.6,1.2,0.8,14.8,0.574,19.2,4.9,1.6,1.0,0.4,0.6,0.86,4102041.0,12562500.0,7.96,Fair Value,2022
Isaiah Hartenstein,2022-23,NYK,C,24.0,82.0,8854879,"$8,854,879",166,5.0,6.5,1.2,0.6,0.8,14.2,0.567,11.2,4.6,0.7,-0.3,-1.5,1.2,0.56,1924974.0,12649827.0,7.91,Fair Value,2022
Bojan Bogdanović,2022-23,DET,PF,33.0,59.0,18000000,"$18,000,000",77,21.6,3.8,2.6,0.6,0.1,17.4,0.627,25.9,3.5,1.4,0.8,2.6,-1.8,1.2,5142857.0,12857143.0,7.78,Fair Value,2022
Josh Hart,2022-23,NYK,SF,27.0,25.0,12960000,"$12,960,000",114,10.2,7.0,3.6,1.4,0.5,17.1,0.703,12.6,2.8,1.0,3.4,1.4,2.0,0.79,4628571.0,12960000.0,7.72,Fair Value,2022
Jaren Jackson Jr.,2022-23,MEM,C,23.0,63.0,28946605,"$28,946,605",45,18.6,6.8,1.0,1.0,3.0,21.6,0.613,24.7,6.6,2.2,2.8,0.7,2.0,0.64,4385849.0,13157548.0,7.6,Star - Fair Value,2022
Bam Adebayo,2022-23,MIA,C,25.0,75.0,30351780,"$30,351,780",40,20.4,9.2,3.2,1.2,0.8,20.1,0.592,25.2,7.4,2.3,1.5,0.8,0.8,0.67,4101592.0,13196426.0,7.58,Star - Fair Value,2022
Obi Toppin,2022-23,NYK,PF,24.0,67.0,5348280,"$5,348,280",222,7.4,2.8,1.0,0.3,0.2,13.6,0.565,19.5,2.1,0.4,-0.5,0.3,-0.8,1.38,2546800.0,13370700.0,7.48,Fair Value,2022
Zach LaVine,2022-23,CHI,SG,27.0,77.0,37096500,"$37,096,500",18,24.8,4.5,4.2,0.9,0.2,19.0,0.607,28.3,7.1,2.7,1.9,2.7,-0.7,0.67,5224859.0,13739444.0,7.28,Star - Fair Value,2022
Markelle Fultz,2022-23,ORL,PG,24.0,60.0,16500000,"$16,500,000",90,14.0,3.9,5.7,1.5,0.4,16.6,0.564,21.3,3.7,1.2,0.5,-0.1,0.7,0.85,4459459.0,13750000.0,7.27,Fair Value,2022
Kevin Durant,2022-23,BRK,PF,34.0,39.0,44119845,"$44,119,845",4,29.7,6.7,5.3,0.8,1.5,26.2,0.673,31.5,5.7,3.2,7.0,5.8,1.2,0.67,7740324.0,13787452.0,7.25,Star - Fair Value,2022
Bojan Bogdanović,2022-23,DET,PF,33.0,59.0,19550000,"$19,550,000",70,21.6,3.8,2.6,0.6,0.1,17.4,0.627,25.9,3.5,1.4,0.8,2.6,-1.8,1.1,5585714.0,13964286.0,7.16,Fair Value,2022
Ty Jerome,2022-23,GSW,SG,25.0,45.0,4220057,"$4,220,057",253,6.9,1.7,3.0,0.5,0.1,12.8,0.594,14.9,2.1,0.3,-0.8,-1.1,0.3,1.64,2009551.0,14066857.0,7.11,Fair Value,2022
Gary Trent Jr.,2022-23,TOR,SG,24.0,66.0,17280000,"$17,280,000",82,17.4,2.6,1.6,1.6,0.2,15.0,0.56,21.7,4.5,1.2,0.2,0.2,0.0,1.01,3840000.0,14400000.0,6.94,Fair Value,2022
Bismack Biyombo,2022-23,PHO,C,30.0,61.0,2905851,"$2,905,851",303,4.3,4.3,0.9,0.3,1.4,14.4,0.555,14.0,1.9,0.2,-0.9,-3.4,2.5,1.48,1529395.0,14529255.0,6.88,Fair Value,2022
Matisse Thybulle,2022-23,PHI,SF,25.0,49.0,4379526,"$4,379,526",246,2.7,1.3,0.5,0.9,0.3,10.0,0.536,9.8,1.3,0.3,0.1,-3.2,3.3,0.62,3368866.0,14598420.0,6.85,Fair Value,2022
Coby White,2022-23,CHI,SG,22.0,74.0,7413955,"$7,413,955",184,9.7,2.9,2.8,0.7,0.1,12.5,0.572,17.9,3.1,0.5,-0.8,-1.0,0.2,1.31,2391598.0,14827910.0,6.74,Fair Value,2022
Cedi Osman,2022-23,CLE,SF,27.0,77.0,7426088,"$7,426,088",183,8.7,2.3,1.5,0.5,0.1,12.0,0.579,18.2,3.3,0.5,-0.7,-0.8,0.2,1.17,2250330.0,14852176.0,6.73,Fair Value,2022
Jaylen Brown,2022-23,BOS,SF,26.0,67.0,29776785,"$29,776,785",44,26.6,6.9,3.5,1.1,0.4,19.1,0.581,31.4,5.0,2.0,1.3,1.5,-0.2,0.89,5955357.0,14888392.0,6.72,Star - Fair Value,2022
Spencer Dinwiddie,2022-23,DAL,SG,29.0,53.0,19500000,"$19,500,000",72,17.7,3.1,5.3,0.7,0.3,16.1,0.599,21.9,4.3,1.3,0.9,2.0,-1.2,0.91,4534884.0,15000000.0,6.67,Fair Value,2022
Mike Conley,2022-23,2TM,PG,35.0,67.0,22680000,"$22,680,000",56,11.9,2.7,6.7,1.1,0.2,14.7,0.583,16.3,5.5,1.5,0.9,1.0,-0.1,0.52,4123636.0,15120000.0,6.61,Fair Value,2022
Trendon Watford,2022-23,POR,PF,22.0,62.0,1563518,"$1,563,518",441,7.4,3.8,2.1,0.5,0.2,13.6,0.625,16.1,2.1,0.1,-1.8,-1.4,-0.4,4.73,744532.0,15635180.0,6.4,Fair Value,2022
Dalano Banton,2022-23,TOR,PG,23.0,31.0,1563518,"$1,563,518",441,4.6,1.5,1.2,0.4,0.4,14.9,0.505,24.2,0.4,0.1,-0.5,-1.1,0.6,2.94,3908795.0,15635180.0,6.4,Fair Value,2022
D'Angelo Russell,2022-23,2TM,PG,26.0,71.0,31377750,"$31,377,750",35,17.8,3.0,6.2,1.0,0.4,16.3,0.605,22.7,5.1,2.0,1.5,2.1,-0.7,0.57,6152500.0,15688875.0,6.37,Star - Fair Value,2022
Goga Bitadze,2022-23,2TM,C,23.0,38.0,4765339,"$4,765,339",236,4.4,3.6,1.0,0.4,0.7,17.1,0.582,15.4,1.3,0.3,0.3,-0.8,1.1,0.92,3665645.0,15884463.0,6.3,Fair Value,2022
Draymond Green,2022-23,GSW,PF,32.0,73.0,25806468,"$25,806,468",53,8.5,7.2,6.8,1.0,0.8,12.2,0.592,13.2,4.7,1.6,0.8,-1.8,2.6,0.33,5490738.0,16129042.0,6.2,Fair Value,2022
Josh Hart,2022-23,POR,SF,27.0,51.0,12960000,"$12,960,000",114,9.5,8.2,3.9,1.1,0.2,12.7,0.586,12.6,3.2,0.8,-0.2,-0.9,0.7,0.73,4050000.0,16200000.0,6.17,Fair Value,2022
Caleb Martin,2022-23,MIA,SF,27.0,71.0,6479000,"$6,479,000",195,9.6,4.8,1.6,1.0,0.4,11.4,0.571,14.4,3.7,0.4,-1.2,-1.8,0.5,1.48,1751081.0,16197500.0,6.17,Fair Value,2022
Nickeil Alexander-Walker,2022-23,UTA,SG,24.0,36.0,5009633,"$5,009,633",231,6.3,1.6,2.1,0.7,0.4,13.0,0.609,18.4,0.8,0.3,0.5,-0.6,1.1,1.26,6262041.0,16698777.0,5.99,Fair Value,2022
Mikal Bridges,2022-23,BRK,SG,26.0,27.0,20100000,"$20,100,000",66,26.1,4.5,2.7,1.0,0.6,21.3,0.607,30.3,2.5,1.2,3.3,4.0,-0.8,1.3,8040000.0,16750000.0,5.97,Fair Value,2022
Ivica Zubac,2022-23,LAC,C,25.0,76.0,10123457,"$10,123,457",141,10.8,9.9,1.0,0.4,1.3,16.7,0.661,14.8,6.7,0.6,-0.9,-1.1,0.2,1.07,1510964.0,16872428.0,5.93,Fair Value,2022
Mo Bamba,2022-23,ORL,C,24.0,40.0,10300000,"$10,300,000",137,7.3,4.6,1.1,0.3,1.0,16.3,0.613,16.3,2.1,0.6,1.3,0.4,0.9,0.71,4904762.0,17166667.0,5.83,Fair Value,2022
Luke Kennard,2022-23,2TM,SG,26.0,59.0,13745455,"$13,745,455",107,9.3,2.7,1.5,0.5,0.1,13.0,0.684,14.5,3.4,0.8,0.5,0.6,-0.1,0.68,4042781.0,17181819.0,5.82,Fair Value,2022
Georges Niang,2022-23,PHI,PF,29.0,78.0,3465000,"$3,465,000",280,8.2,2.4,1.0,0.4,0.2,10.9,0.61,17.0,2.5,0.2,-1.4,-0.4,-1.0,2.37,1386000.0,17325000.0,5.77,Fair Value,2022
CJ McCollum,2022-23,NOP,PG,31.0,75.0,33333333,"$33,333,333",30,20.9,4.4,5.7,0.9,0.5,15.6,0.541,26.4,4.3,1.9,0.8,1.5,-0.7,0.63,7751938.0,17543859.0,5.7,Star - Overpaid,2022
Jamal Murray,2022-23,DEN,PG,25.0,65.0,31650600,"$31,650,600",33,20.0,4.0,6.2,1.0,0.2,18.0,0.571,26.1,5.1,1.8,1.3,2.6,-1.3,0.63,6206000.0,17583667.0,5.69,Star - Overpaid,2022
Robert Covington,2022-23,LAC,PF,32.0,48.0,12307692,"$12,307,692",120,6.0,3.5,1.2,0.8,0.7,14.2,0.584,15.6,1.9,0.7,1.7,-0.5,2.1,0.49,6477733.0,17582417.0,5.69,Fair Value,2022
Kyrie Irving,2022-23,BRK,PG,30.0,40.0,38917057,"$38,917,057",12,27.1,5.1,5.3,1.0,0.8,21.6,0.604,29.7,4.3,2.2,3.8,4.6,-0.8,0.7,9050478.0,17689571.0,5.65,Star - Fair Value,2022
Corey Kispert,2022-23,WAS,SF,23.0,74.0,3552840,"$3,552,840",277,11.1,2.8,1.2,0.4,0.1,11.5,0.657,14.1,3.8,0.2,-1.5,-0.1,-1.4,3.12,934958.0,17764200.0,5.63,Fair Value,2022
Naji Marshall,2022-23,NOP,SF,25.0,77.0,1782621,"$1,782,621",423,9.1,3.6,2.5,0.7,0.2,11.4,0.539,17.8,2.5,0.1,-1.9,-1.9,0.0,5.1,713048.0,17826210.0,5.61,Fair Value,2022
Chris Boucher,2022-23,TOR,PF,30.0,76.0,12690000,"$12,690,000",117,9.4,5.5,0.4,0.6,0.8,18.0,0.59,18.0,5.0,0.7,-0.1,0.7,-0.8,0.74,2538000.0,18128571.0,5.52,Fair Value,2022
Jonas Valančiūnas,2022-23,NOP,C,30.0,79.0,14700000,"$14,700,000",98,14.1,10.2,1.8,0.3,0.7,19.3,0.61,23.4,5.8,0.8,-0.4,0.0,-0.4,0.96,2534483.0,18375000.0,5.44,Fair Value,2022
Royce O'Neale,2022-23,BRK,SF,29.0,76.0,9200000,"$9,200,000",156,8.8,5.1,3.7,0.9,0.6,9.2,0.538,13.6,2.9,0.5,-1.1,-1.7,0.6,0.96,3172414.0,18400000.0,5.43,Fair Value,2022
Myles Turner,2022-23,IND,C,26.0,62.0,35096500,"$35,096,500",23,18.0,7.5,1.4,0.6,2.3,20.0,0.651,22.0,5.4,1.9,2.1,1.4,0.7,0.51,6499352.0,18471842.0,5.41,Star - Overpaid,2022
Paul George,2022-23,LAC,SF,32.0,56.0,42492492,"$42,492,492",6,23.8,6.1,5.1,1.5,0.4,19.6,0.588,29.5,4.6,2.3,2.8,2.4,0.3,0.56,9237498.0,18474997.0,5.41,Star - Fair Value,2022
JaMychal Green,2022-23,GSW,PF,32.0,57.0,5571403,"$5,571,403",218,6.4,3.6,0.9,0.4,0.4,15.5,0.65,17.5,2.2,0.3,-0.5,-0.7,0.2,1.15,2532456.0,18571343.0,5.38,Fair Value,2022
Norman Powell,2022-23,LAC,SG,29.0,60.0,16758621,"$16,758,621",88,17.0,2.9,1.8,0.8,0.3,17.1,0.612,26.0,3.5,0.9,0.3,0.9,-0.7,1.01,4788177.0,18620690.0,5.37,Fair Value,2022
Caris LeVert,2022-23,CLE,SG,28.0,74.0,18796296,"$18,796,296",73,12.1,3.8,3.9,1.0,0.3,12.4,0.546,18.7,4.4,1.0,-0.2,-1.0,0.8,0.64,4271885.0,18796296.0,5.32,Fair Value,2022
Pat Connaughton,2022-23,MIL,SF,30.0,61.0,5728393,"$5,728,393",215,7.6,4.6,1.3,0.6,0.2,10.0,0.531,13.8,2.5,0.3,-1.0,-1.3,0.3,1.33,2291357.0,19094643.0,5.24,Fair Value,2022
Patrick Williams,2022-23,CHI,PF,21.0,82.0,7775400,"$7,775,400",181,10.2,4.0,1.2,0.9,0.9,11.2,0.576,15.7,3.5,0.4,-1.3,-1.7,0.4,1.31,2221543.0,19438500.0,5.14,Fair Value,2022
Luke Kennard,2022-23,MEM,SG,26.0,24.0,13745455,"$13,745,455",107,11.3,3.1,2.3,0.5,0.0,16.0,0.758,13.7,2.3,0.7,2.9,3.0,-0.2,0.82,5976285.0,19636364.0,5.09,Fair Value,2022
Jeremiah Robinson-Earl,2022-23,OKC,PF,22.0,43.0,2000000,"$2,000,000",380,6.8,4.2,1.0,0.6,0.3,13.0,0.548,14.6,1.9,0.1,-1.5,-0.8,-0.7,3.4,1052632.0,20000000.0,5.0,Fair Value,2022
Jaylin Williams,2022-23,OKC,C,20.0,49.0,2000000,"$2,000,000",380,5.9,4.9,1.6,0.6,0.2,11.2,0.559,13.5,1.9,0.1,-1.7,-2.3,0.6,2.95,1052632.0,20000000.0,5.0,Fair Value,2022
Thaddeus Young,2022-23,TOR,PF,34.0,54.0,8000000,"$8,000,000",177,4.4,3.1,1.4,1.0,0.1,14.1,0.573,13.5,1.8,0.4,0.1,-1.8,1.9,0.55,4444444.0,20000000.0,5.0,Fair Value,2022
Boban Marjanović,2022-23,HOU,C,34.0,31.0,4101478,"$4,101,478",260,3.3,1.9,0.3,0.2,0.1,23.4,0.71,20.8,0.6,0.2,1.6,3.0,-1.5,0.8,6835797.0,20507390.0,4.88,Fair Value,2022
Mo Bamba,2022-23,2TM,C,24.0,49.0,10300000,"$10,300,000",137,6.6,4.6,0.9,0.3,0.9,15.7,0.602,16.6,2.2,0.5,0.5,-0.2,0.7,0.64,4681818.0,20600000.0,4.85,Fair Value,2022
Deandre Ayton,2022-23,PHO,C,24.0,67.0,30913750,"$30,913,750",36,18.0,10.0,1.7,0.6,0.8,19.9,0.617,22.9,6.2,1.5,0.9,0.9,0.0,0.58,4986089.0,20609167.0,4.85,Star - Overpaid,2022
Jerami Grant,2022-23,POR,PF,28.0,63.0,20955000,"$20,955,000",64,20.5,4.5,2.4,0.8,0.8,16.0,0.606,22.8,4.1,1.0,-0.2,1.2,-1.4,0.98,5110976.0,20955000.0,4.77,Fair Value,2022
Brandon Ingram,2022-23,NOP,SF,25.0,45.0,31650600,"$31,650,600",33,24.7,5.5,5.8,0.7,0.4,19.2,0.582,30.8,3.5,1.5,1.7,2.2,-0.4,0.78,9043029.0,21100400.0,4.74,Star - Overpaid,2022
Darius Bazley,2022-23,2TM,C,22.0,43.0,4264628,"$4,264,628",252,5.2,3.2,0.9,0.5,0.8,13.1,0.524,16.4,1.0,0.2,-1.0,-2.0,1.0,1.22,4264628.0,21323140.0,4.69,Fair Value,2022
Damion Lee,2022-23,PHO,SG,30.0,74.0,2133278,"$2,133,278",369,8.2,3.0,1.3,0.4,0.1,10.7,0.607,16.3,2.6,0.1,-1.7,-1.3,-0.4,3.84,820492.0,21332780.0,4.69,Fair Value,2022
Joe Ingles,2022-23,MIL,SF,35.0,46.0,6479000,"$6,479,000",195,6.9,2.8,3.3,0.7,0.1,10.7,0.616,12.6,2.3,0.3,-0.7,-1.6,0.8,1.06,2816957.0,21596667.0,4.63,Fair Value,2022
Udoka Azubuike,2022-23,UTA,C,23.0,36.0,2174880,"$2,174,880",364,3.5,3.3,0.3,0.2,0.4,16.1,0.774,11.5,1.0,0.1,-0.6,-1.2,0.5,1.61,2174880.0,21748800.0,4.6,Fair Value,2022
Tobias Harris,2022-23,PHI,SF,30.0,74.0,37633050,"$37,633,050",17,14.7,5.7,2.5,0.9,0.5,14.8,0.602,18.2,5.9,1.7,0.7,0.6,0.1,0.39,6378483.0,22137088.0,4.52,Star - Overpaid,2022
Jusuf Nurkić,2022-23,POR,C,28.0,52.0,15625000,"$15,625,000",94,13.3,9.1,2.9,0.8,0.8,17.3,0.589,22.1,2.7,0.7,0.1,-0.6,0.7,0.85,5787037.0,22321429.0,4.48,Fair Value,2022
D'Angelo Russell,2022-23,MIN,PG,26.0,54.0,31377750,"$31,377,750",35,17.9,3.1,6.2,1.1,0.4,16.1,0.604,22.8,3.8,1.4,1.2,1.9,-0.7,0.57,8257303.0,22412679.0,4.46,Star - Overpaid,2022
Mason Plumlee,2022-23,LAC,C,32.0,23.0,9080417,"$9,080,417",159,7.5,6.9,1.7,0.5,0.5,18.2,0.761,13.7,1.8,0.4,1.4,0.1,1.2,0.83,5044676.0,22701042.0,4.41,Fair Value,2022
Rodney McGruder,2022-23,DET,SG,31.0,32.0,2298385,"$2,298,385",348,5.7,2.3,0.9,0.5,0.0,10.7,0.566,14.0,0.7,0.1,-1.5,-0.8,-0.7,2.48,3283407.0,22983850.0,4.35,Fair Value,2022
Jalen Suggs,2022-23,ORL,SG,21.0,53.0,6922320,"$6,922,320",191,9.9,3.0,2.9,1.3,0.5,12.5,0.528,20.3,1.4,0.3,-1.0,-1.8,0.8,1.43,4944514.0,23074400.0,4.33,Fair Value,2022
Kentavious Caldwell-Pope,2022-23,DEN,SG,29.0,76.0,14004703,"$14,004,703",104,10.8,2.7,2.4,1.5,0.5,11.5,0.598,14.1,4.5,0.6,-1.0,-1.6,0.6,0.77,3112156.0,23341172.0,4.28,Fair Value,2022
Stanley Johnson,2022-23,SAS,SF,26.0,30.0,2351521,"$2,351,521",343,5.8,3.2,2.2,0.5,0.2,13.5,0.625,15.2,0.7,0.1,-1.0,-0.8,-0.2,2.47,3359316.0,23515210.0,4.25,Fair Value,2022
Montrezl Harrell,2022-23,PHI,C,29.0,57.0,2463490,"$2,463,490",336,5.6,2.8,0.6,0.3,0.4,17.6,0.631,18.9,2.2,0.1,-1.3,-0.9,-0.4,2.27,1119768.0,24634900.0,4.06,Fair Value,2022
Nickeil Alexander-Walker,2022-23,2TM,SG,24.0,59.0,5009633,"$5,009,633",231,6.2,1.7,1.8,0.5,0.4,11.6,0.565,17.9,1.1,0.2,-0.9,-1.4,0.4,1.24,4554212.0,25048165.0,3.99,Fair Value,2022
Steven Adams,2022-23,MEM,C,29.0,42.0,17926829,"$17,926,829",79,8.6,11.5,2.3,0.9,1.1,17.5,0.564,14.6,3.4,0.7,0.6,-0.3,0.9,0.48,5272597.0,25609756.0,3.9,Fair Value,2022
Cory Joseph,2022-23,DET,PG,31.0,62.0,5155500,"$5,155,500",226,6.9,1.7,3.5,0.5,0.1,12.1,0.558,15.2,1.8,0.2,-1.5,-0.7,-0.8,1.34,2864167.0,25777500.0,3.88,Fair Value,2022
Harrison Barnes,2022-23,SAC,PF,30.0,82.0,18352273,"$18,352,273",75,15.0,4.5,1.6,0.7,0.1,14.1,0.632,17.1,6.5,0.7,-1.0,0.5,-1.5,0.82,2823427.0,26217533.0,3.81,Fair Value,2022
Terry Rozier,2022-23,CHO,SG,28.0,63.0,21486316,"$21,486,316",60,21.1,4.1,5.1,1.2,0.3,14.7,0.517,26.9,1.7,0.8,-0.6,0.6,-1.1,0.98,12639009.0,26857895.0,3.72,Fair Value,2022
Bradley Beal,2022-23,WAS,SG,29.0,50.0,43279250,"$43,279,250",5,23.2,3.9,5.4,0.9,0.7,19.7,0.593,29.2,3.4,1.6,1.8,2.9,-1.2,0.54,12729191.0,27049531.0,3.7,Star - Overpaid,2022
Rudy Gobert,2022-23,MIN,C,30.0,70.0,38172414,"$38,172,414",13,13.4,11.6,1.2,0.8,1.4,18.9,0.675,16.3,7.8,1.4,0.7,0.0,0.7,0.35,4893899.0,27266010.0,3.67,Star - Overpaid,2022
Karl-Anthony Towns,2022-23,MIN,PF,27.0,29.0,33833400,"$33,833,400",25,20.8,8.1,4.8,0.7,0.6,18.8,0.618,25.6,2.7,1.2,3.0,2.1,0.9,0.61,12530889.0,28194500.0,3.55,Star - Overpaid,2022
Kyrie Irving,2022-23,DAL,SG,30.0,20.0,38917057,"$38,917,057",12,27.0,5.0,6.0,1.3,0.6,24.0,0.634,27.4,3.1,1.3,4.9,5.3,-0.4,0.69,12553889.0,29936198.0,3.34,Star - Overpaid,2022
Cameron Payne,2022-23,PHO,PG,28.0,48.0,6000000,"$6,000,000",207,10.3,2.2,4.5,0.7,0.2,13.2,0.512,24.8,1.1,0.2,-1.2,-0.5,-0.7,1.72,5454545.0,30000000.0,3.33,Fair Value,2022
Kyle Lowry,2022-23,MIA,PG,36.0,55.0,28333334,"$28,333,334",47,11.2,4.1,5.1,1.0,0.4,12.6,0.565,16.7,3.4,0.9,0.2,-0.7,0.8,0.4,8333334.0,31481482.0,3.18,Star - Overpaid,2022
Dalen Terry,2022-23,CHI,SG,20.0,38.0,3191400,"$3,191,400",293,2.2,1.0,0.6,0.3,0.1,14.1,0.523,18.4,0.5,0.1,0.0,-1.7,1.7,0.69,6382800.0,31914000.0,3.13,Fair Value,2022
Mike Conley,2022-23,MIN,PG,35.0,24.0,22680000,"$22,680,000",56,14.0,3.1,5.0,1.2,0.2,16.1,0.631,16.8,2.5,0.7,2.0,1.5,0.6,0.62,9072000.0,32400000.0,3.09,Fair Value,2022
Mike Conley,2022-23,UTA,PG,35.0,43.0,22680000,"$22,680,000",56,10.7,2.5,7.7,1.0,0.2,13.9,0.552,16.1,3.0,0.7,0.2,0.7,-0.5,0.47,7560000.0,32400000.0,3.09,Fair Value,2022
Gary Harris,2022-23,ORL,SG,28.0,48.0,13000000,"$13,000,000",110,8.3,2.0,1.2,0.9,0.3,10.5,0.62,12.6,2.3,0.4,-0.7,-1.4,0.7,0.64,5652174.0,32500000.0,3.08,Fair Value,2022
Tari Eason,2022-23,HOU,PF,21.0,82.0,3359160,"$3,359,160",286,9.3,6.0,1.1,1.2,0.6,15.2,0.525,19.3,2.6,0.1,-1.7,-1.3,-0.4,2.77,1291985.0,33591600.0,2.98,Fair Value,2022
Kevin Love,2022-23,2TM,PF,34.0,62.0,27442830,"$27,442,830",49,8.2,6.4,1.9,0.3,0.2,13.1,0.548,19.2,2.6,0.8,0.6,0.2,0.4,0.3,10554935.0,34303538.0,2.92,Star - Overpaid,2022
Chuma Okeke,2022-23,ORL,SF,24.0,27.0,3433320,"$3,433,320",281,4.7,3.6,1.4,0.7,0.4,9.1,0.488,12.3,0.7,0.1,-1.6,-2.4,0.8,1.37,4904743.0,34333200.0,2.91,Fair Value,2022
Marcus Smart,2022-23,BOS,PG,28.0,61.0,17207142,"$17,207,142",83,11.5,3.1,6.3,1.5,0.4,12.1,0.538,17.8,3.7,0.5,-1.0,-1.8,0.8,0.67,4650579.0,34414284.0,2.91,Fair Value,2022
Mike Muscala,2022-23,BOS,C,31.0,20.0,3500000,"$3,500,000",279,5.9,3.4,0.6,0.2,0.3,11.6,0.623,14.0,0.8,0.1,-1.4,-1.5,0.1,1.69,4375000.0,35000000.0,2.86,Fair Value,2022
Paolo Banchero,2022-23,ORL,PF,20.0,72.0,11055120,"$11,055,120",127,20.0,6.9,3.7,0.8,0.5,14.9,0.529,27.5,2.4,0.3,-1.5,-0.7,-0.7,1.81,4606300.0,36850400.0,2.71,Fair Value,2022
Dwight Powell,2022-23,DAL,C,31.0,76.0,11080125,"$11,080,125",126,6.7,4.1,0.9,0.6,0.3,15.5,0.738,12.6,5.1,0.3,-1.2,-1.2,0.0,0.6,2172574.0,36933750.0,2.71,Fair Value,2022
Russell Westbrook,2022-23,2TM,PG,34.0,73.0,46295265,"$46,295,265",2,15.9,5.8,7.5,1.0,0.5,16.1,0.513,27.7,1.9,1.2,0.2,0.3,-0.1,0.34,24365929.0,38579388.0,2.59,Star - Overpaid,2022
Keldon Johnson,2022-23,SAS,SF,23.0,63.0,3873024,"$3,873,024",271,22.0,5.0,2.9,0.7,0.2,15.3,0.551,27.9,1.3,0.1,-1.8,0.7,-2.5,5.68,2979249.0,38730240.0,2.58,Fair Value,2022
Spencer Dinwiddie,2022-23,BRK,PG,29.0,26.0,19500000,"$19,500,000",72,16.5,4.1,9.1,1.1,0.3,15.8,0.523,22.5,2.0,0.5,0.2,0.7,-0.5,0.85,9750000.0,39000000.0,2.56,Fair Value,2022
Jordan Poole,2022-23,GSW,PG,23.0,82.0,3901399,"$3,901,399",270,20.4,2.7,4.5,0.8,0.3,14.6,0.573,29.2,3.2,0.1,-1.9,-0.1,-1.8,5.23,1219187.0,39013990.0,2.56,Fair Value,2022
Kevin Love,2022-23,CLE,PF,34.0,41.0,27442830,"$27,442,830",49,8.5,6.8,1.9,0.2,0.2,13.6,0.555,19.6,1.9,0.7,1.4,0.8,0.6,0.31,14443595.0,39204043.0,2.55,Star - Overpaid,2022
George Hill,2022-23,2TM,SG,36.0,46.0,4000000,"$4,000,000",264,5.0,1.8,2.4,0.6,0.1,10.6,0.61,11.3,1.9,0.1,-1.5,-2.4,0.9,1.25,2105263.0,40000000.0,2.5,Fair Value,2022
Terence Davis,2022-23,SAC,SG,25.0,64.0,4000000,"$4,000,000",264,6.7,2.2,1.0,0.7,0.2,12.9,0.563,22.2,0.9,0.1,-1.5,-1.3,-0.3,1.68,4444444.0,40000000.0,2.5,Fair Value,2022
Klay Thompson,2022-23,GSW,SF,32.0,69.0,40600080,"$40,600,080",11,21.9,4.1,2.4,0.7,0.4,14.7,0.576,26.4,3.1,1.0,-0.3,1.5,-1.7,0.54,13096800.0,40600080.0,2.46,Star - Overpaid,2022
