player_name,season,team,position,age,games_played,salary,salary_formatted,salary_rank,pg_points,pg_rebounds,pg_assists,pg_steals,pg_blocks,PER,TS_pct,usage_pct,WS,VORP,BPM,OBPM,DBPM,points_per_million,salary_per_WS,salary_per_VORP,value_score,value_category,season_year
Zach Collins,2024-25,SAS,C,27.0,36.0,16741200,"$16,741,200",104,4.6,2.8,1.4,0.4,0.4,14.4,0.566,17.1,1.0,0.2,-0.1,-1.6,1.5,0.27,16741200.0,83706000.0,1.19,Fair Value,2024
Georges Niang,2024-25,CLE,PF,31.0,51.0,8500000,"$8,500,000",187,8.7,3.7,1.3,0.3,0.1,11.1,0.617,16.5,2.2,0.1,-1.8,-1.3,-0.5,1.02,3863636.0,85000000.0,1.18,Fair Value,2024
Deandre Ayton,2024-25,POR,C,26.0,40.0,34005126,"$34,005,126",43,14.4,10.2,1.6,0.8,1.0,17.7,0.583,19.4,2.8,0.4,-0.7,-0.3,-0.4,0.42,12144688.0,85012815.0,1.18,Star - Overpaid,2024
Zach LaVine,2024-25,SAC,SG,29.0,32.0,44531940,"$44,531,940",15,22.4,3.5,3.8,0.6,0.1,15.9,0.642,23.7,2.1,0.5,-0.4,1.8,-2.3,0.5,21205686.0,89063880.0,1.12,Star - Overpaid,2024
Zeke Nnaji,2024-25,DEN,PF,24.0,57.0,8888889,"$8,888,889",181,3.2,1.6,0.4,0.4,0.7,12.0,0.574,12.2,1.2,0.1,-1.3,-2.1,0.7,0.36,7407408.0,88888890.0,1.12,Fair Value,2024
Jusuf Nurkić,2024-25,2TM,C,30.0,51.0,18125000,"$18,125,000",96,8.9,7.8,2.3,0.8,0.7,15.2,0.555,20.6,1.5,0.2,-1.3,-2.2,0.9,0.49,12083333.0,90625000.0,1.1,Fair Value,2024
Keldon Johnson,2024-25,SAS,SF,25.0,77.0,19000000,"$19,000,000",92,12.7,4.8,1.6,0.6,0.3,15.6,0.572,21.6,3.2,0.2,-1.6,0.0,-1.6,0.67,5937500.0,95000000.0,1.05,Fair Value,2024
Ben Simmons,2024-25,2TM,PG,28.0,51.0,39256083,"$39,256,083",26,5.0,4.7,5.6,0.7,0.5,12.4,0.539,13.2,1.8,0.4,-0.5,-2.3,1.8,0.13,21808935.0,98140208.0,1.02,Star - Overpaid,2024
Paul George,2024-25,PHI,PF,34.0,41.0,49205800,"$49,205,800",6,16.2,5.3,4.3,1.8,0.5,14.5,0.543,23.5,1.0,0.5,-0.4,-0.5,0.1,0.33,49205800.0,98411600.0,1.02,Star - Overpaid,2024
Reed Sheppard,2024-25,HOU,PG,20.0,52.0,10098960,"$10,098,960",163,4.4,1.5,1.4,0.7,0.3,9.7,0.465,17.8,0.8,0.1,-1.7,-3.0,1.3,0.44,12623700.0,100989600.0,0.99,Fair Value,2024
CJ McCollum,2024-25,NOP,PG,33.0,56.0,33333333,"$33,333,333",45,21.1,3.8,4.1,0.8,0.4,15.8,0.55,27.2,1.5,0.3,-1.4,1.2,-2.6,0.63,22222222.0,111111110.0,0.9,Star - Overpaid,2024
Terance Mann,2024-25,LAC,SG,28.0,37.0,11423077,"$11,423,077",146,6.0,2.9,1.6,0.8,0.3,10.5,0.533,14.0,1.4,0.1,-1.3,-2.5,1.2,0.53,8159341.0,114230770.0,0.88,Fair Value,2024
Terance Mann,2024-25,ATL,SG,28.0,30.0,11423077,"$11,423,077",146,9.8,3.1,2.1,0.6,0.1,13.7,0.629,15.4,1.6,0.1,-1.3,-0.1,-1.2,0.86,7139423.0,114230770.0,0.88,Fair Value,2024
Bradley Beal,2024-25,PHO,SG,31.0,53.0,50203930,"$50,203,930",5,17.0,3.3,3.7,1.1,0.5,15.2,0.598,22.1,2.4,0.4,-1.1,-0.1,-1.0,0.34,20918304.0,125509825.0,0.8,Star - Overpaid,2024
Kelly Olynyk,2024-25,NOP,C,33.0,20.0,12804878,"$12,804,878",128,10.7,5.9,3.6,0.9,0.6,14.8,0.596,18.2,0.8,0.1,-1.4,-1.4,0.0,0.84,16006098.0,128048780.0,0.78,Fair Value,2024
Jordan Clarkson,2024-25,UTA,SG,32.0,37.0,14092577,"$14,092,577",115,16.2,3.2,3.7,0.8,0.2,14.5,0.54,27.8,0.4,0.1,-1.5,0.6,-2.1,1.15,35231442.0,140925770.0,0.71,Fair Value,2024
Kevin Huerter,2024-25,CHI,SG,26.0,26.0,16830357,"$16,830,357",103,13.2,3.3,3.2,1.2,0.3,12.0,0.566,17.8,1.1,0.1,-1.5,-1.2,-0.3,0.78,15300325.0,168303570.0,0.59,Fair Value,2024
D'Angelo Russell,2024-25,LAL,PG,28.0,29.0,18692307,"$18,692,307",93,12.4,2.8,4.7,0.8,0.1,13.0,0.537,22.1,1.0,0.1,-1.7,-0.7,-1.0,0.66,18692307.0,186923070.0,0.53,Fair Value,2024
Duncan Robinson,2024-25,MIA,SF,30.0,74.0,19406000,"$19,406,000",89,11.0,2.3,2.4,0.5,0.1,11.8,0.595,19.2,2.7,0.1,-1.7,-0.7,-1.1,0.57,7187407.0,194060000.0,0.52,Fair Value,2024
Ben Simmons,2024-25,BRK,PG,28.0,33.0,39256083,"$39,256,083",26,6.2,5.2,6.9,0.8,0.5,12.6,0.562,14.3,1.1,0.2,-1.0,-2.4,1.4,0.16,35687348.0,196280415.0,0.51,Star - Overpaid,2024
Marcus Smart,2024-25,2TM,PG,30.0,34.0,20210285,"$20,210,285",83,9.0,2.1,3.2,1.1,0.3,12.4,0.529,20.6,0.7,0.1,-1.5,-1.6,0.1,0.45,28871836.0,202102850.0,0.49,Fair Value,2024
Malcolm Brogdon,2024-25,WAS,PG,32.0,24.0,22500000,"$22,500,000",79,12.7,3.8,4.1,0.5,0.2,15.8,0.544,23.7,0.7,0.1,-1.5,-0.1,-1.5,0.56,32142857.0,225000000.0,0.44,Fair Value,2024
Dejounte Murray,2024-25,NOP,PG,28.0,31.0,28817135,"$28,817,135",56,17.5,6.5,7.4,2.0,0.4,15.4,0.494,27.3,0.2,0.1,-1.6,-1.3,-0.3,0.61,144085675.0,288171350.0,0.35,Fair Value,2024
Jerami Grant,2024-25,POR,PF,30.0,47.0,29793104,"$29,793,104",51,14.4,3.5,2.1,0.9,1.0,10.9,0.523,19.4,1.8,0.1,-1.6,-1.4,-0.3,0.48,16551724.0,297931040.0,0.34,Fair Value,2024
Kyle Kuzma,2024-25,MIL,PF,29.0,33.0,24456060,"$24,456,060",68,14.5,5.6,2.2,0.5,0.4,10.5,0.545,21.4,0.3,-0.7,-4.7,-2.9,-1.8,0.59,81520200.0,,,Below Average,2024
Colby Jones,2024-25,SAC,SG,22.0,24.0,2120693,"$2,120,693",381,1.1,1.0,0.3,0.3,0.3,8.6,0.5,10.9,0.1,0.0,-2.7,-3.9,1.2,0.52,21206930.0,,,Fair Value,2024
Precious Achiuwa,2024-25,NYK,C,25.0,57.0,6000000,"$6,000,000",223,6.6,5.6,1.0,0.8,0.7,13.6,0.53,14.9,2.3,0.0,-1.9,-2.1,0.2,1.1,2608696.0,,,Fair Value,2024
Vasilije Micić,2024-25,2TM,PG,31.0,41.0,7723000,"$7,723,000",198,6.6,2.2,3.1,0.4,0.0,6.5,0.462,19.9,-1.0,-1.0,-7.0,-4.6,-2.4,0.85,,,,Below Average,2024
DaQuan Jeffries,2024-25,CHO,SG,27.0,47.0,2425403,"$2,425,403",359,6.7,2.9,1.1,0.6,0.5,7.9,0.518,13.5,0.6,-0.7,-4.7,-4.0,-0.7,2.76,4042338.0,,,Below Average,2024
Alex Sarr,2024-25,WAS,C,19.0,67.0,11245680,"$11,245,680",147,13.0,6.5,2.4,0.7,1.5,12.9,0.482,23.5,-0.3,-0.6,-3.3,-2.2,-1.0,1.16,,,,Below Average,2024
Zaccharie Risacher,2024-25,ATL,SF,19.0,75.0,12569040,"$12,569,040",134,12.6,3.6,1.2,0.7,0.5,12.2,0.558,20.9,1.8,-0.7,-3.5,-1.7,-1.8,1.0,6982800.0,,,Below Average,2024
Antonio Reeves,2024-25,NOP,SG,24.0,44.0,1157153,"$1,157,153",423,6.9,1.4,0.9,0.5,0.1,11.7,0.579,18.8,0.4,-0.2,-3.2,-1.2,-2.0,5.96,2892882.0,,,Below Average,2024
Ryan Dunn,2024-25,PHO,SF,22.0,74.0,2530800,"$2,530,800",352,6.9,3.6,0.8,0.6,0.5,10.7,0.517,16.7,1.0,-0.7,-4.1,-2.9,-1.2,2.73,2530800.0,,,Below Average,2024
Bilal Coulibaly,2024-25,WAS,SF,20.0,59.0,6945240,"$6,945,240",209,12.3,5.0,3.4,1.3,0.7,10.8,0.515,17.9,0.3,-0.8,-3.7,-3.0,-0.7,1.77,23150800.0,,,Below Average,2024
Ron Holland,2024-25,DET,SF,19.0,81.0,8245320,"$8,245,320",191,6.4,2.7,1.0,0.6,0.2,11.1,0.556,18.1,1.8,-0.3,-3.0,-3.3,0.3,0.78,4580733.0,,,Below Average,2024
KJ Martin,2024-25,2TM,PF,24.0,43.0,7975000,"$7,975,000",197,6.4,2.9,1.1,0.4,0.5,10.2,0.618,11.5,1.3,-0.4,-3.6,-3.2,-0.3,0.8,6134615.0,,,Below Average,2024
KJ Martin,2024-25,PHI,PF,24.0,24.0,7975000,"$7,975,000",197,6.4,3.0,0.8,0.5,0.7,12.3,0.689,11.2,1.1,0.0,-1.7,-2.1,0.3,0.8,7250000.0,,,Fair Value,2024
Gabe Vincent,2024-25,LAL,PG,28.0,72.0,11000000,"$11,000,000",151,6.4,1.3,1.4,0.7,0.2,7.4,0.536,13.5,1.3,-0.8,-4.0,-3.8,-0.1,0.58,8461538.0,,,Below Average,2024
Davion Mitchell,2024-25,TOR,PG,26.0,44.0,6451077,"$6,451,077",215,6.3,1.9,4.6,0.7,0.2,7.9,0.536,13.1,0.7,-0.6,-4.3,-4.0,-0.3,0.98,9215824.0,,,Below Average,2024
Jamal Shead,2024-25,TOR,PG,22.0,75.0,1862265,"$1,862,265",410,7.1,1.5,4.2,0.8,0.1,9.9,0.499,18.6,0.8,-0.8,-4.1,-3.2,-0.9,3.81,2327831.0,,,Below Average,2024
Jeremiah Robinson-Earl,2024-25,NOP,PF,24.0,66.0,2196970,"$2,196,970",372,6.3,4.8,1.3,0.6,0.1,12.9,0.563,14.4,1.7,-0.2,-2.5,-0.9,-1.6,2.87,1292335.0,,,Below Average,2024
Georges Niang,2024-25,ATL,PF,31.0,28.0,8500000,"$8,500,000",187,12.1,3.0,1.6,0.4,0.3,11.4,0.595,20.3,0.7,-0.2,-3.1,-0.8,-2.3,1.42,12142857.0,,,Below Average,2024
Jamison Battle,2024-25,TOR,SF,23.0,59.0,1350668,"$1,350,668",418,7.1,2.7,0.9,0.3,0.2,10.7,0.59,15.3,1.7,-0.1,-2.3,-0.9,-1.3,5.26,794511.0,,,Below Average,2024
Jonathan Mogbo,2024-25,TOR,PF,23.0,63.0,1862265,"$1,862,265",410,6.2,4.9,2.3,0.9,0.5,11.9,0.496,15.0,1.9,0.0,-1.9,-2.9,1.0,3.33,980139.0,,,Fair Value,2024
Corey Kispert,2024-25,WAS,SF,25.0,61.0,5705887,"$5,705,887",229,11.6,3.0,1.7,0.4,0.2,11.0,0.584,17.5,1.1,-0.7,-3.7,-1.4,-2.2,2.03,5187170.0,,,Below Average,2024
Tristan Da Silva,2024-25,ORL,SF,23.0,74.0,3628440,"$3,628,440",282,7.2,3.3,1.5,0.4,0.2,9.9,0.522,15.2,2.5,-0.3,-2.6,-2.3,-0.3,1.98,1451376.0,,,Below Average,2024
Jared Butler,2024-25,PHI,SG,24.0,28.0,1115697,"$1,115,697",431,11.5,2.5,4.9,1.1,0.3,14.5,0.54,22.2,0.8,0.0,-2.1,-0.4,-1.7,10.31,1394621.0,,,Fair Value,2024
Gradey Dick,2024-25,TOR,SG,21.0,54.0,4763543,"$4,763,543",250,14.4,3.6,1.8,0.9,0.2,10.9,0.543,21.0,1.4,-0.5,-3.2,-1.9,-1.3,3.02,3402531.0,,,Below Average,2024
Max Christie,2024-25,DAL,SG,21.0,32.0,7142857,"$7,142,857",206,11.2,4.2,2.5,0.9,0.3,10.2,0.543,16.8,0.7,-0.3,-3.4,-2.4,-1.0,1.57,10204081.0,,,Below Average,2024
Tim Hardaway Jr.,2024-25,DET,SG,32.0,77.0,16193183,"$16,193,183",106,11.0,2.4,1.6,0.5,0.1,9.8,0.567,15.5,3.5,0.0,-2.1,-1.1,-0.9,0.68,4626624.0,,,Fair Value,2024
Yves Missi,2024-25,NOP,C,20.0,73.0,3193200,"$3,193,200",310,9.1,8.2,1.4,0.5,1.3,15.4,0.572,14.3,3.6,-0.5,-3.0,-1.6,-1.4,2.85,887000.0,,,Below Average,2024
Andre Drummond,2024-25,PHI,C,31.0,40.0,5000000,"$5,000,000",244,7.3,7.8,0.9,1.0,0.5,16.0,0.535,19.1,1.2,-0.2,-3.2,-2.4,-0.8,1.46,4166667.0,,,Below Average,2024
Noah Clowney,2024-25,BRK,PF,20.0,46.0,3244080,"$3,244,080",308,9.1,3.9,0.9,0.5,0.5,9.2,0.516,19.0,0.5,-0.5,-4.1,-3.1,-1.0,2.81,6488160.0,,,Below Average,2024
Kyle Kuzma,2024-25,2TM,PF,29.0,65.0,24456060,"$24,456,060",68,14.8,5.7,2.3,0.6,0.3,10.6,0.514,24.0,-0.9,-1.4,-4.9,-2.9,-2.0,0.61,,,,Below Average,2024
Simone Fontecchio,2024-25,DET,SF,29.0,75.0,7692308,"$7,692,308",199,5.9,2.9,0.9,0.4,0.2,9.7,0.544,15.8,1.6,-0.3,-2.9,-2.2,-0.7,0.77,4807692.0,,,Below Average,2024
Tidjane Salaün,2024-25,CHO,PF,19.0,60.0,7488720,"$7,488,720",204,5.9,4.7,1.2,0.5,0.2,7.7,0.457,15.2,0.0,-1.0,-5.2,-4.3,-0.8,0.79,,,,Below Average,2024
Josh Green,2024-25,CHO,SG,24.0,68.0,12654321,"$12,654,321",130,7.4,2.5,1.6,1.1,0.2,7.8,0.559,11.8,1.5,-1.1,-4.3,-4.5,0.2,0.58,8436214.0,,,Below Average,2024
Adem Bona,2024-25,PHI,C,21.0,58.0,1157153,"$1,157,153",423,5.8,4.2,0.5,0.4,1.2,16.5,0.714,14.3,2.3,-0.2,-2.7,-2.9,0.2,5.01,503110.0,,,Below Average,2024
Vasilije Micić,2024-25,CHO,PG,31.0,36.0,7723000,"$7,723,000",198,7.5,2.4,3.5,0.4,0.0,6.8,0.462,20.3,-0.9,-0.9,-6.8,-4.4,-2.4,0.97,,,,Below Average,2024
Javonte Green,2024-25,NOP,SG,31.0,50.0,1728448,"$1,728,448",415,5.8,3.6,0.9,1.1,0.6,10.8,0.569,10.9,1.4,0.0,-2.2,-2.5,0.3,3.36,1234606.0,,,Fair Value,2024
Kyle Kuzma,2024-25,WAS,PF,29.0,32.0,24456060,"$24,456,060",68,15.2,5.8,2.5,0.6,0.2,10.6,0.488,27.1,-1.3,-0.7,-5.2,-3.0,-2.3,0.62,,,,Below Average,2024
Moussa Diabaté,2024-25,CHO,C,23.0,71.0,1314865,"$1,314,865",419,5.7,6.2,0.8,0.6,0.6,16.5,0.609,13.4,3.2,0.0,-1.9,-1.4,-0.4,4.34,410895.0,,,Fair Value,2024
Dariq Whitehead,2024-25,BRK,SF,20.0,20.0,3114342,"$3,114,342",311,5.7,1.5,0.6,0.3,0.1,9.4,0.58,20.1,0.1,-0.1,-3.7,-1.5,-2.2,1.83,31143420.0,,,Below Average,2024
Bennedict Mathurin,2024-25,IND,SF,22.0,72.0,7245720,"$7,245,720",205,16.1,5.3,1.9,0.7,0.3,13.6,0.579,22.8,3.0,-0.5,-2.9,-1.3,-1.5,2.22,2415240.0,,,Below Average,2024
Shake Milton,2024-25,2TM,SG,28.0,57.0,2875000,"$2,875,000",325,5.5,1.8,1.8,0.4,0.1,11.9,0.563,16.7,1.3,0.0,-2.2,-1.7,-0.5,1.91,2211538.0,,,Fair Value,2024
Jordan Hawkins,2024-25,NOP,SG,22.0,56.0,4525706,"$4,525,706",257,10.8,2.8,1.2,0.5,0.4,9.6,0.504,21.0,-0.5,-1.2,-5.4,-2.4,-3.0,2.39,,,,Below Average,2024
Lindy Waters III,2024-25,GSW,SG,27.0,38.0,2196970,"$2,196,970",372,5.5,2.5,1.1,0.6,0.3,8.4,0.498,14.6,0.8,-0.2,-3.1,-3.5,0.4,2.5,2746212.0,,,Below Average,2024
AJ Johnson,2024-25,2TM,SG,20.0,29.0,2795294,"$2,795,294",336,7.6,2.0,2.6,0.4,0.1,7.1,0.48,17.4,-0.4,-1.0,-8.1,-5.6,-2.5,2.72,,,,Below Average,2024
Karlo Matković,2024-25,NOP,PF,23.0,42.0,1407153,"$1,407,153",417,7.7,5.0,1.1,0.5,1.0,15.6,0.639,15.9,1.6,0.0,-2.0,-1.9,-0.2,5.47,879471.0,,,Fair Value,2024
Caleb Martin,2024-25,2TM,SF,29.0,45.0,9186594,"$9,186,594",176,7.9,3.9,2.1,1.0,0.5,9.6,0.513,14.4,0.6,-0.4,-3.2,-2.9,-0.2,0.86,15310990.0,,,Below Average,2024
Davion Mitchell,2024-25,2TM,PG,26.0,74.0,6451077,"$6,451,077",215,7.9,2.3,4.9,1.0,0.2,10.2,0.573,13.6,3.0,-0.3,-2.6,-2.8,0.2,1.22,2150359.0,,,Below Average,2024
Pat Connaughton,2024-25,MIL,SG,32.0,41.0,9423869,"$9,423,869",171,5.3,2.7,1.7,0.2,0.3,12.1,0.567,15.6,1.2,0.0,-2.3,-1.4,-0.8,0.56,7853224.0,,,Fair Value,2024
Keyonte George,2024-25,UTA,PG,21.0,67.0,4084265,"$4,084,265",268,16.8,3.8,5.6,0.7,0.1,12.9,0.539,24.3,1.1,-0.3,-2.7,-0.2,-2.5,4.11,3712968.0,,,Below Average,2024
Ben Sheppard,2024-25,IND,SG,23.0,63.0,2663880,"$2,663,880",340,5.3,2.8,1.3,0.6,0.2,9.2,0.555,11.3,2.1,0.0,-2.0,-2.2,0.2,1.99,1268514.0,,,Fair Value,2024
Maxwell Lewis,2024-25,BRK,SF,22.0,21.0,1891857,"$1,891,857",396,5.3,2.5,0.8,0.4,0.3,10.6,0.526,17.4,0.3,-0.1,-3.9,-2.9,-1.0,2.8,6306190.0,,,Below Average,2024
Monte Morris,2024-25,PHO,PG,29.0,45.0,2800834,"$2,800,834",331,5.2,1.5,1.6,0.4,0.1,13.1,0.546,18.1,0.8,0.0,-1.8,-1.0,-0.8,1.86,3501042.0,,,Fair Value,2024
Javonte Green,2024-25,2TM,SG,31.0,68.0,1728448,"$1,728,448",415,5.1,3.2,0.8,1.0,0.5,10.7,0.541,11.8,1.6,-0.1,-2.3,-2.8,0.5,2.95,1080280.0,,,Below Average,2024
Bismack Biyombo,2024-25,SAS,C,32.0,28.0,1253154,"$1,253,154",421,5.1,5.6,1.1,0.6,0.8,12.2,0.576,12.3,0.8,-0.2,-3.6,-3.6,0.0,4.07,1566442.0,,,Below Average,2024
Kevin Huerter,2024-25,SAC,SG,26.0,43.0,16830357,"$16,830,357",103,7.9,2.8,1.7,0.8,0.4,10.6,0.524,17.2,0.8,-0.1,-2.3,-2.3,0.0,0.47,21037946.0,,,Below Average,2024
Malaki Branham,2024-25,SAS,SG,21.0,47.0,3217920,"$3,217,920",309,5.0,1.1,0.8,0.2,0.0,12.0,0.575,23.8,0.1,-0.1,-3.2,-1.2,-1.9,1.55,32179200.0,,,Below Average,2024
Terry Rozier,2024-25,MIA,PG,30.0,64.0,24924126,"$24,924,126",67,10.6,3.7,2.6,0.6,0.2,10.5,0.497,20.4,1.0,-0.7,-3.7,-2.6,-1.0,0.43,24924126.0,,,Below Average,2024
Lindy Waters III,2024-25,2TM,SG,27.0,52.0,2196970,"$2,196,970",372,4.9,2.1,1.0,0.5,0.2,8.8,0.504,14.8,1.0,-0.2,-2.8,-3.0,0.2,2.23,2196970.0,,,Below Average,2024
Colin Castleton,2024-25,3TM,C,24.0,26.0,314053,"$314,053",540,4.7,4.7,1.1,0.3,0.4,11.3,0.536,13.4,0.7,-0.3,-5.0,-4.0,-1.0,14.97,448647.0,,,Below Average,2024
Jaylen Wells,2024-25,MEM,SG,21.0,79.0,1157153,"$1,157,153",423,10.4,3.4,1.7,0.6,0.1,10.5,0.56,15.9,3.5,-0.1,-2.2,-1.2,-1.0,8.99,330615.0,,,Below Average,2024
Trendon Watford,2024-25,BRK,PF,24.0,44.0,2726603,"$2,726,603",339,10.2,3.6,2.6,0.6,0.3,13.0,0.557,23.3,0.7,-0.3,-3.1,-2.3,-0.8,3.74,3895147.0,,,Below Average,2024
Bruce Brown,2024-25,NOP,PG,28.0,23.0,23000000,"$23,000,000",74,8.2,4.2,2.4,0.7,0.3,10.1,0.488,15.9,0.2,-0.4,-4.6,-3.4,-1.2,0.36,115000000.0,,,Below Average,2024
Pelle Larsson,2024-25,MIA,SG,23.0,55.0,1157153,"$1,157,153",423,4.6,1.7,1.2,0.6,0.1,10.2,0.546,14.4,1.4,-0.2,-3.1,-3.8,0.7,3.98,826538.0,,,Below Average,2024
Julian Phillips,2024-25,CHI,SF,21.0,79.0,1891857,"$1,891,857",396,4.6,2.1,0.5,0.5,0.3,10.2,0.571,12.9,1.9,-0.3,-3.0,-2.6,-0.4,2.43,995714.0,,,Below Average,2024
Cody Williams,2024-25,UTA,SG,20.0,50.0,5469120,"$5,469,120",232,4.6,2.3,1.2,0.5,0.3,3.7,0.419,12.5,-1.2,-1.4,-7.3,-6.1,-1.2,0.84,,,,Below Average,2024
Justin Edwards,2024-25,PHI,SF,21.0,44.0,782721,"$782,721",450,10.1,3.4,1.6,1.0,0.4,11.3,0.559,16.9,0.9,-0.5,-3.7,-2.1,-1.6,12.9,869690.0,,,Below Average,2024
Rob Dillingham,2024-25,MIN,PG,20.0,49.0,6262920,"$6,262,920",218,4.5,1.0,2.0,0.4,0.0,10.2,0.503,22.7,0.1,-0.3,-4.2,-3.3,-0.9,0.72,62629200.0,,,Below Average,2024
Jett Howard,2024-25,ORL,SF,21.0,60.0,5278165,"$5,278,165",235,4.5,1.2,0.7,0.2,0.2,7.1,0.491,19.2,0.1,-0.6,-5.3,-4.1,-1.2,0.85,52781650.0,,,Below Average,2024
Andrew Nembhard,2024-25,IND,SG,25.0,65.0,2019699,"$2,019,699",391,10.0,3.3,5.0,1.2,0.2,11.7,0.545,16.3,2.8,-0.1,-2.3,-2.6,0.3,4.95,721321.0,,,Below Average,2024
Dalen Terry,2024-25,CHI,SG,22.0,73.0,3510480,"$3,510,480",284,4.5,1.7,1.3,0.6,0.2,9.6,0.546,14.9,1.1,-0.5,-3.8,-4.0,0.2,1.28,3191345.0,,,Below Average,2024
Ziaire Williams,2024-25,BRK,SF,23.0,63.0,6133005,"$6,133,005",221,10.0,4.6,1.3,1.0,0.4,11.9,0.55,18.2,2.1,-0.1,-2.3,-2.2,-0.1,1.63,2920479.0,,,Below Average,2024
Kevin Huerter,2024-25,2TM,SG,26.0,69.0,16830357,"$16,830,357",103,9.9,3.0,2.3,1.0,0.3,11.3,0.544,17.5,1.9,0.0,-2.0,-1.8,-0.2,0.59,8858083.0,,,Fair Value,2024
Reggie Jackson,2024-25,PHI,PG,34.0,31.0,3303771,"$3,303,771",292,4.4,1.4,1.5,0.5,0.1,9.8,0.496,17.5,0.1,-0.2,-4.0,-3.2,-0.8,1.33,33037710.0,,,Below Average,2024
Scoot Henderson,2024-25,POR,PG,20.0,66.0,10259449,"$10,259,449",160,12.7,3.0,5.1,1.0,0.2,12.5,0.54,22.5,1.8,-0.1,-2.2,-1.4,-0.8,1.24,5699694.0,,,Below Average,2024
Jevon Carter,2024-25,CHI,PG,29.0,36.0,6500000,"$6,500,000",214,4.3,1.1,1.1,0.4,0.1,12.2,0.509,21.0,0.3,0.0,-2.1,-1.0,-1.1,0.66,21666667.0,,,Fair Value,2024
Daniel Theis,2024-25,NOP,C,32.0,38.0,2800834,"$2,800,834",331,4.3,4.3,1.6,0.5,0.5,12.1,0.558,11.6,1.0,-0.2,-3.3,-3.3,0.0,1.54,2800834.0,,,Below Average,2024
Georges Niang,2024-25,2TM,PF,31.0,79.0,8500000,"$8,500,000",187,9.9,3.4,1.4,0.4,0.2,11.2,0.607,17.9,2.9,-0.1,-2.3,-1.1,-1.2,1.16,2931034.0,,,Below Average,2024
Dominick Barlow,2024-25,ATL,PF,21.0,35.0,922983,"$922,983",446,4.2,2.4,0.5,0.3,0.5,14.6,0.58,14.5,1.0,0.0,-2.2,-1.4,-0.8,4.55,922983.0,,,Fair Value,2024
Oso Ighodaro,2024-25,PHO,PF,22.0,61.0,1862265,"$1,862,265",410,4.2,3.6,1.2,0.5,0.5,11.1,0.61,10.5,1.6,-0.2,-2.6,-2.9,0.3,2.26,1163916.0,,,Below Average,2024
Kris Murray,2024-25,POR,SF,24.0,69.0,2990040,"$2,990,040",322,4.2,2.6,1.0,0.5,0.2,9.1,0.472,13.9,0.7,-0.3,-3.0,-3.1,0.1,1.4,4271486.0,,,Below Average,2024
Max Christie,2024-25,LAL,SG,21.0,46.0,7142857,"$7,142,857",206,8.5,2.7,1.4,0.8,0.5,10.6,0.598,13.9,2.0,0.0,-1.8,-1.8,0.0,1.19,3571428.0,,,Fair Value,2024
Maxwell Lewis,2024-25,2TM,SF,22.0,28.0,1891857,"$1,891,857",396,4.1,2.0,0.7,0.3,0.3,9.9,0.516,16.9,0.2,-0.2,-4.4,-3.2,-1.1,2.17,9459285.0,,,Below Average,2024
Ja'Kobe Walter,2024-25,TOR,SG,20.0,52.0,3465000,"$3,465,000",287,8.6,3.1,1.6,0.8,0.2,10.8,0.523,18.2,1.2,-0.3,-3.0,-2.3,-0.6,2.48,2887500.0,,,Below Average,2024
Jordan Miller,2024-25,LAC,SF,25.0,37.0,1471445,"$1,471,445",416,4.1,1.6,0.9,0.5,0.1,10.5,0.509,18.2,0.4,-0.1,-2.8,-3.0,0.2,2.79,3678612.0,,,Below Average,2024
Matas Buzelis,2024-25,CHI,SF,20.0,80.0,5195520,"$5,195,520",238,8.6,3.5,1.0,0.4,0.9,12.5,0.571,18.7,1.9,-0.2,-2.5,-2.0,-0.5,1.66,2734484.0,,,Below Average,2024
Jusuf Nurkić,2024-25,PHO,C,30.0,25.0,18125000,"$18,125,000",96,8.6,9.2,1.9,0.9,0.6,12.6,0.556,18.7,0.5,-0.2,-3.4,-3.9,0.5,0.47,36250000.0,,,Below Average,2024
Tyrese Martin,2024-25,BRK,SG,25.0,60.0,959732,"$959,732",442,8.7,3.7,2.0,0.6,0.2,10.9,0.533,18.8,0.9,-0.2,-2.6,-1.4,-1.2,9.07,1066369.0,,,Below Average,2024
Jaden Hardy,2024-25,DAL,SG,22.0,57.0,2019699,"$2,019,699",391,8.7,1.6,1.4,0.5,0.1,10.4,0.549,25.3,-0.3,-0.6,-4.7,-2.8,-1.9,4.31,,,,Below Average,2024
Colby Jones,2024-25,2TM,SG,22.0,39.0,2120693,"$2,120,693",381,4.0,2.2,1.1,0.7,0.3,11.4,0.544,13.7,0.6,-0.1,-2.8,-3.3,0.4,1.89,3534488.0,,,Below Average,2024
Kyshawn George,2024-25,WAS,SG,21.0,68.0,2825520,"$2,825,520",330,8.7,4.2,2.5,1.0,0.7,8.8,0.503,15.9,0.1,-0.9,-4.1,-3.8,-0.3,3.08,28255200.0,,,Below Average,2024
Shake Milton,2024-25,LAL,SG,28.0,30.0,2875000,"$2,875,000",325,3.9,1.8,1.3,0.3,0.1,10.5,0.535,16.3,0.4,-0.2,-4.0,-3.1,-0.9,1.36,7187500.0,,,Below Average,2024
Isaiah Collier,2024-25,UTA,PG,20.0,71.0,2512680,"$2,512,680",353,8.7,3.3,6.3,0.9,0.2,9.7,0.494,18.9,-0.8,-1.6,-5.3,-3.8,-1.5,3.46,,,,Below Average,2024
