player_name,season,team,position,age,games_played,games_started,games_started_percentage,awards,salary,salary_formatted,salary_rank,mpg,ppg,rpg,apg,spg,bpg,tov_pg,pf_pg,fg_pct,three_pt_pct,ft_pct,efg_pct,three_pm_pg,three_pa_pg,total_points,total_rebounds,total_assists,total_steals,total_blocks,PER,TS_pct,usage_pct,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,OWS,DWS,WS,WS_per_48,OBPM,DBPM,BPM,VORP,points_per_million,salary_per_win_share,salary_per_vorp,salary_tier,scoring_tier,impact_tier,is_mvp_candidate,is_allstar,is_all_nba_first,is_dpoy_candidate,season_year
Dante Exum,2024-25,DAL,PG,29.0,20.0,13.0,65.0,,,,,18.6,8.7,1.7,2.8,0.6,0.2,1.1,1.7,0.478,0.434,0.742,0.563,1.2,2.7,174.0,33.0,56.0,12.0,3.0,13.6,0.589,19.6,1.2,8.3,4.8,21.5,1.6,0.7,13.0,0.4,0.2,0.6,0.083,-1.2,-1.1,-2.3,0.0,,,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2024
James Johnson,2024-25,IND,PF,37.0,12.0,0.0,0.0,,,,,3.1,0.7,0.5,0.3,0.0,0.2,0.3,0.4,0.364,0.0,0.0,0.364,0.0,0.3,8.0,6.0,4.0,0.0,2.0,0.0,0.35,18.0,0.0,17.9,9.0,13.7,0.0,4.9,25.9,-0.2,0.0,-0.1,-0.162,-9.6,-0.2,-9.7,-0.1,,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2024
Liam Robbins,2024-25,MIL,C,25.0,13.0,0.0,0.0,,,,,4.4,0.7,0.9,0.2,0.2,0.2,0.5,0.7,0.25,0.0,0.5,0.25,0.0,0.2,9.0,12.0,2.0,2.0,2.0,2.6,0.363,14.2,13.9,9.2,11.4,4.2,1.7,3.3,32.6,-0.1,0.1,-0.1,-0.066,-9.2,-1.3,-10.5,-0.1,,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2024
Stanley Umude,2024-25,MIL,SG,25.0,22.0,0.0,0.0,,,,,3.9,0.7,0.8,0.2,0.1,0.3,0.1,0.4,0.192,0.2,0.5,0.25,0.1,0.7,15.0,17.0,4.0,3.0,6.0,3.4,0.27,15.7,5.3,15.8,10.7,5.7,1.7,6.5,9.8,-0.3,0.1,-0.2,-0.086,-7.5,-0.7,-8.1,-0.1,,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2024
Patty Mills,2024-25,LAC,PG,36.0,12.0,0.0,0.0,,,,,5.1,3.1,0.1,0.4,0.1,0.0,0.1,1.0,0.5,0.5,0.889,0.725,0.8,1.5,37.0,1.0,5.0,1.0,0.0,17.5,0.772,17.9,1.9,0.0,0.9,11.8,0.8,0.0,4.0,0.3,0.0,0.3,0.259,2.2,-0.1,2.1,0.1,,,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2024
A.J. Lawson,2024-25,TOR,SG,24.0,26.0,2.0,7.7,,,,,18.7,9.1,3.3,1.2,0.5,0.2,0.6,1.7,0.421,0.327,0.683,0.508,1.3,3.9,236.0,86.0,31.0,13.0,6.0,12.7,0.542,20.0,4.3,14.9,9.5,9.1,1.3,1.2,6.4,0.4,0.4,0.8,0.081,-1.5,-1.0,-2.5,-0.1,,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2024
Santi Aldama,2024-25,MEM,PF,24.0,65.0,16.0,24.6,,,,,25.5,12.5,6.4,2.9,0.8,0.4,1.1,1.2,0.483,0.368,0.691,0.576,1.8,5.0,811.0,416.0,188.0,52.0,29.0,16.8,0.588,18.5,6.1,20.3,13.3,15.2,1.5,1.6,9.3,2.9,2.0,5.0,0.144,2.5,0.7,3.2,2.2,,,,Other,Role Player (10-15 PPG),Above Average (2-4 VORP),0,0,0,0,2024
Dennis Schröder,2024-25,3TM,PG,31.0,75.0,49.0,65.3,,,,,28.1,13.1,2.6,5.4,0.9,0.2,1.9,2.4,0.406,0.342,0.838,0.483,1.7,4.9,980.0,198.0,404.0,66.0,12.0,12.7,0.531,21.6,1.4,9.2,5.2,28.7,1.5,0.6,13.3,1.5,1.7,3.2,0.073,-1.3,-0.9,-2.2,-0.1,,,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2024
Brandon Boston Jr.,2024-25,NOP,SG,23.0,42.0,10.0,23.8,,,,,23.6,10.7,3.2,2.2,1.3,0.2,1.2,1.7,0.436,0.35,0.788,0.5,1.2,3.3,448.0,134.0,92.0,53.0,9.0,12.7,0.535,20.0,3.0,11.9,7.3,13.7,2.6,0.9,11.1,0.2,0.5,0.7,0.033,-2.3,-0.2,-2.5,-0.1,,,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2024
Justin Champagnie,2024-25,WAS,SF,23.0,62.0,31.0,50.0,,,,,21.6,8.8,5.7,1.0,1.0,0.6,0.9,1.8,0.511,0.383,0.685,0.601,1.2,3.1,544.0,351.0,60.0,65.0,39.0,15.7,0.614,15.6,8.6,18.6,13.6,6.8,2.3,2.6,10.9,1.6,1.2,2.8,0.1,-0.3,-0.2,-0.5,0.5,,,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2024
Nic Claxton,2024-25,BRK,C,25.0,70.0,62.0,88.6,,,,,26.9,10.3,7.4,2.2,0.9,1.4,1.2,2.1,0.563,0.238,0.513,0.568,0.1,0.3,724.0,515.0,157.0,62.0,100.0,16.5,0.569,16.8,9.0,22.7,15.5,13.7,1.6,5.3,12.0,1.8,2.5,4.3,0.11,-1.1,1.5,0.4,1.1,,,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Jalen Wilson,2024-25,BRK,PF,24.0,79.0,22.0,27.8,,,,,25.7,9.5,3.4,1.8,0.5,0.1,1.0,2.1,0.397,0.337,0.818,0.495,1.5,4.6,749.0,270.0,145.0,40.0,5.0,9.5,0.541,16.6,4.0,11.4,7.5,10.8,1.0,0.2,10.2,0.9,1.0,1.9,0.046,-2.6,-1.3,-3.9,-1.0,,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2024
Tosan Evbuomwan,2024-25,BRK,SF,23.0,28.0,0.0,0.0,,,,,23.8,9.5,4.3,2.0,0.9,0.4,1.4,2.0,0.427,0.312,0.753,0.482,0.9,2.8,267.0,120.0,55.0,24.0,10.0,11.6,0.53,19.1,5.2,15.8,10.2,12.9,1.8,1.5,13.4,0.0,0.6,0.6,0.044,-3.0,-0.3,-3.2,-0.2,,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2024
Dennis Schröder,2024-25,DET,PG,31.0,28.0,8.0,28.6,,,,,25.2,10.8,2.6,5.3,0.5,0.2,1.3,2.0,0.378,0.302,0.833,0.442,1.1,3.8,302.0,74.0,147.0,15.0,5.0,12.9,0.515,19.6,2.1,9.5,5.8,27.8,1.0,0.7,10.7,0.9,0.5,1.5,0.1,-0.9,-1.2,-2.1,0.0,,,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Jabari Smith Jr.,2024-25,HOU,PF,21.0,57.0,39.0,68.4,,,,,30.1,12.2,7.0,1.1,0.4,0.7,1.1,2.2,0.438,0.354,0.825,0.525,1.7,4.9,698.0,399.0,60.0,25.0,41.0,12.6,0.562,16.4,6.4,18.6,12.4,4.7,0.7,2.1,8.9,1.9,2.2,4.2,0.117,-0.8,0.1,-0.7,0.6,,,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Dennis Schröder,2024-25,GSW,SG,31.0,24.0,18.0,75.0,,,,,26.2,10.6,2.3,4.4,1.0,0.1,2.0,2.8,0.375,0.322,0.744,0.448,1.5,4.8,254.0,56.0,105.0,25.0,3.0,8.4,0.474,21.2,1.7,8.1,4.8,24.0,1.9,0.5,15.2,-0.5,0.7,0.2,0.012,-4.6,-0.6,-5.2,-0.5,,,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2024
Keon Johnson,2024-25,BRK,SG,22.0,79.0,56.0,70.9,,,,,24.4,10.6,3.8,2.2,1.0,0.4,1.5,2.6,0.389,0.314,0.77,0.47,1.6,5.1,839.0,297.0,175.0,82.0,30.0,10.4,0.499,21.7,3.5,14.5,8.8,14.6,2.1,1.5,12.1,-1.3,1.9,0.5,0.014,-3.1,-0.1,-3.3,-0.6,,,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2024
Lonnie Walker IV,2024-25,PHI,SG,26.0,20.0,7.0,35.0,,,,,23.9,12.4,3.2,2.5,0.5,0.3,1.3,1.4,0.42,0.354,0.8,0.526,2.3,6.4,247.0,63.0,50.0,10.0,5.0,13.1,0.548,22.8,1.4,14.1,7.5,16.5,1.0,1.0,10.0,0.2,0.1,0.3,0.033,0.0,-2.4,-2.4,0.0,,,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Bogdan Bogdanović,2024-25,2TM,SG,32.0,54.0,4.0,7.4,,,,,25.0,10.8,2.9,2.7,0.8,0.2,1.4,2.4,0.427,0.363,0.879,0.534,1.9,5.4,583.0,159.0,146.0,41.0,11.0,11.1,0.559,18.7,2.0,11.2,6.6,15.2,1.5,0.8,12.4,0.7,1.2,1.9,0.069,-1.8,-0.2,-2.0,0.0,,,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Kevin Porter Jr.,2024-25,MIL,SG,24.0,30.0,2.0,6.7,,,,,19.9,11.7,3.9,3.7,1.3,0.1,1.7,1.6,0.494,0.408,0.871,0.553,1.0,2.4,352.0,118.0,112.0,38.0,2.0,20.2,0.616,24.8,2.5,18.3,10.7,28.0,3.1,0.3,15.4,1.1,0.9,2.0,0.163,0.9,1.2,2.1,0.6,,,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Michael Porter Jr.,2024-25,DEN,SF,26.0,77.0,77.0,100.0,,,,,33.7,18.2,7.0,2.1,0.6,0.5,1.4,2.0,0.504,0.395,0.768,0.596,2.5,6.4,1398.0,540.0,165.0,50.0,38.0,16.2,0.617,20.2,6.1,16.2,11.4,8.7,0.9,1.3,8.4,4.6,1.8,6.4,0.118,1.6,-1.7,-0.1,1.2,,,,Other,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
Bub Carrington,2024-25,WAS,PG,19.0,82.0,57.0,69.5,,,,,30.0,9.8,4.2,4.4,0.7,0.3,1.7,2.3,0.401,0.339,0.812,0.493,1.7,5.0,807.0,341.0,364.0,54.0,21.0,9.0,0.514,15.8,1.4,13.1,7.2,21.2,1.0,0.8,15.2,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6,,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2024
Nick Smith Jr.,2024-25,CHO,SG,20.0,60.0,27.0,45.0,,,,,22.8,9.9,2.1,2.4,0.3,0.1,1.4,1.3,0.391,0.34,0.935,0.482,1.7,5.1,591.0,128.0,145.0,17.0,6.0,8.3,0.502,20.8,1.0,9.1,5.0,16.7,0.6,0.4,12.2,-0.9,0.3,-0.5,-0.019,-3.2,-2.6,-5.7,-1.3,,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2024
Dennis Schröder,2024-25,BRK,PG,31.0,23.0,23.0,100.0,,,,,33.6,18.4,3.0,6.6,1.1,0.2,2.6,2.4,0.452,0.387,0.889,0.542,2.5,6.5,424.0,68.0,152.0,26.0,4.0,16.0,0.588,23.8,0.6,9.9,5.0,33.4,1.7,0.5,14.1,1.1,0.5,1.6,0.099,1.1,-1.1,0.0,0.4,,,,Other,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
Trey Murphy III,2024-25,NOP,SF,24.0,53.0,51.0,96.2,,,,,35.0,21.2,5.1,3.5,1.1,0.7,1.9,2.1,0.454,0.361,0.887,0.548,3.0,8.3,1124.0,268.0,188.0,56.0,39.0,17.3,0.598,23.7,2.7,13.2,7.8,15.9,1.5,2.0,9.9,3.0,0.5,3.5,0.091,2.1,-1.4,0.8,1.3,,,,Other,All-Star (20-25 PPG),Average (0-2 VORP),0,0,0,0,2024
P.J. Washington,2024-25,DAL,PF,26.0,57.0,56.0,98.2,,,,,32.2,14.7,7.8,2.3,1.1,1.1,2.1,2.3,0.453,0.381,0.722,0.521,1.6,4.2,836.0,442.0,131.0,63.0,60.0,14.0,0.556,20.4,5.0,20.9,13.1,10.1,1.7,2.8,13.6,0.3,2.1,2.4,0.062,-1.1,0.2,-0.9,0.5,,,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Kevin Porter Jr.,2024-25,2TM,SG,24.0,75.0,4.0,5.3,,,,,19.8,10.3,3.7,3.4,1.1,0.2,1.8,1.6,0.449,0.311,0.769,0.492,0.7,2.4,771.0,278.0,256.0,81.0,13.0,15.4,0.531,25.4,3.2,17.3,10.4,25.9,2.7,0.9,15.8,-0.1,2.3,2.2,0.072,-1.6,0.9,-0.6,0.5,,,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
T.J. McConnell,2024-25,IND,PG,32.0,79.0,1.0,1.3,,,,,17.9,9.1,2.4,4.4,1.1,0.3,1.4,1.0,0.519,0.306,0.74,0.531,0.2,0.6,720.0,193.0,351.0,83.0,21.0,18.4,0.547,23.4,3.5,11.6,7.6,37.0,2.8,1.3,14.2,1.5,1.7,3.2,0.109,0.6,0.6,1.2,1.2,,,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2024
Tristan Vukcevic,2024-25,WAS,C,21.0,35.0,1.0,2.9,,,,,14.7,9.4,3.7,1.1,0.3,0.7,1.2,1.6,0.496,0.373,0.776,0.574,1.1,2.9,330.0,130.0,39.0,11.0,23.0,17.8,0.608,25.7,5.2,21.2,13.2,13.0,1.0,4.0,13.4,0.3,0.4,0.7,0.069,0.4,-0.9,-0.5,0.2,,,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2024
Wendell Carter Jr.,2024-25,ORL,C,25.0,68.0,51.0,75.0,,,,,25.9,9.1,7.2,2.0,0.8,0.6,1.1,2.9,0.46,0.234,0.737,0.498,0.5,2.3,618.0,492.0,134.0,52.0,41.0,13.7,0.544,16.0,9.4,23.4,16.0,11.5,1.5,2.2,11.9,1.6,3.0,4.6,0.125,-2.2,0.9,-1.2,0.3,,,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2024
Bogdan Bogdanović,2024-25,ATL,SG,32.0,24.0,0.0,0.0,,,,,24.9,10.0,2.8,2.0,0.8,0.3,1.5,2.4,0.371,0.301,0.882,0.469,1.8,6.1,240.0,66.0,49.0,20.0,6.0,7.6,0.502,18.9,2.1,10.1,6.0,10.8,1.6,0.9,13.4,-0.4,0.4,-0.1,-0.006,-4.1,-0.6,-4.7,-0.4,,,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2024
Herbert Jones,2024-25,NOP,SF,26.0,20.0,20.0,100.0,,,,,32.4,10.3,3.9,3.3,1.9,0.5,1.8,3.3,0.436,0.306,0.825,0.5,1.1,3.6,205.0,78.0,65.0,37.0,9.0,10.4,0.541,14.6,3.6,9.6,6.5,13.8,2.8,1.3,15.6,0.1,0.3,0.4,0.033,-3.9,0.2,-3.6,-0.3,,,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2024
Kai Jones,2024-25,DAL,C,24.0,12.0,6.0,50.0,,,,,21.7,11.4,6.6,1.3,0.8,0.8,0.7,2.3,0.836,0.333,0.7,0.842,0.1,0.3,137.0,79.0,15.0,9.0,10.0,24.8,0.837,14.8,10.7,22.2,16.5,9.0,1.7,3.3,8.9,1.1,0.3,1.4,0.261,4.2,0.6,4.8,0.4,,,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Derrick Jones Jr.,2024-25,LAC,SF,27.0,77.0,55.0,71.4,,,,,24.3,10.1,3.4,0.8,1.0,0.4,0.9,2.0,0.526,0.356,0.703,0.593,1.0,2.8,781.0,263.0,60.0,79.0,33.0,13.5,0.609,16.5,5.7,10.1,8.0,4.6,2.1,1.7,9.3,2.1,2.6,4.7,0.12,-1.0,0.7,-0.3,0.8,,,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Bogdan Bogdanović,2024-25,LAC,SG,32.0,30.0,4.0,13.3,,,,,25.0,11.4,3.1,3.2,0.7,0.2,1.2,2.3,0.474,0.427,0.875,0.588,2.0,4.8,343.0,93.0,97.0,21.0,5.0,14.0,0.608,18.6,1.8,12.1,7.0,18.7,1.4,0.7,11.6,1.1,0.9,2.0,0.128,0.1,0.1,0.2,0.4,,,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Cam Whitmore,2024-25,HOU,SF,20.0,51.0,3.0,5.9,,,,,16.2,9.4,3.0,1.0,0.6,0.3,0.9,0.9,0.444,0.355,0.75,0.525,1.3,3.6,477.0,151.0,49.0,31.0,13.0,15.5,0.549,23.9,4.5,15.1,9.7,8.9,1.8,1.4,9.6,0.6,1.2,1.8,0.106,0.7,-0.4,0.3,0.5,,,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2024
Keion Brooks Jr.,2024-25,NOP,SF,24.0,14.0,6.0,42.9,,,,,23.7,10.1,4.1,0.9,0.7,0.7,0.9,2.1,0.486,0.326,0.733,0.55,1.0,3.1,142.0,58.0,13.0,10.0,10.0,12.8,0.581,17.1,3.8,15.4,9.4,5.7,1.5,2.9,8.9,0.3,0.1,0.4,0.057,-2.2,-1.3,-3.5,-0.1,,,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2024
Kevin Porter Jr.,2024-25,LAC,SG,24.0,45.0,2.0,4.4,,,,,19.6,9.3,3.6,3.2,1.0,0.2,1.9,1.6,0.423,0.245,0.645,0.455,0.6,2.4,419.0,160.0,144.0,43.0,11.0,12.1,0.476,25.9,3.8,16.5,10.3,24.5,2.4,1.2,16.0,-1.2,1.4,0.2,0.011,-3.2,0.7,-2.5,-0.1,,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2024
Kelly Oubre Jr.,2024-25,PHI,SF,29.0,60.0,57.0,95.0,,,,,34.6,15.1,6.1,1.8,1.5,0.5,1.3,3.0,0.47,0.293,0.751,0.518,1.2,4.0,906.0,368.0,108.0,92.0,30.0,13.5,0.551,18.9,5.1,15.4,10.0,7.9,2.2,1.4,8.9,1.2,1.4,2.6,0.061,-1.7,-0.6,-2.3,-0.1,,,,Other,Starter (15-20 PPG),Below Average (<0 VORP),0,0,0,0,2024
Stephen Curry,2023-24,GSW,PG,35.0,74.0,74.0,100.0,"CPOY-1,AS,NBA3",51915615.0,"$51,915,615",1.0,32.7,26.4,4.5,5.1,0.7,0.4,2.8,1.6,0.45,0.408,0.923,0.573,4.8,11.8,1956.0,330.0,379.0,54.0,28.0,20.6,0.616,31.3,1.7,12.9,7.4,24.7,1.1,1.0,11.7,5.2,2.0,7.2,0.142,6.3,-1.1,5.2,4.4,0.51,7210502.0,11799003.0,Top 10 (Supermax),Elite Scorer (25+ PPG),Star (4-6 VORP),0,1,0,0,2023
Kevin Durant,2023-24,PHO,PF,35.0,75.0,75.0,100.0,"MVP-9,AS,NBA2",47649433.0,"$47,649,433",2.0,37.2,27.1,6.6,5.0,0.9,1.2,3.3,1.8,0.523,0.413,0.856,0.581,2.2,5.4,2032.0,495.0,378.0,69.0,91.0,21.2,0.626,29.0,1.7,17.5,10.0,22.2,1.2,2.9,13.1,5.1,3.2,8.3,0.142,4.0,0.1,4.0,4.3,0.57,5740896.0,11081263.0,Top 10 (Supermax),Elite Scorer (25+ PPG),Star (4-6 VORP),1,1,0,0,2023
Joel Embiid,2023-24,PHI,C,29.0,39.0,39.0,100.0,AS,47607350.0,"$47,607,350",3.0,33.6,34.7,11.0,5.6,1.2,1.7,3.8,2.9,0.529,0.388,0.883,0.561,1.4,3.6,1353.0,430.0,219.0,46.0,66.0,34.1,0.644,39.6,7.9,28.8,18.1,32.4,1.7,4.6,12.5,5.2,2.3,7.5,0.275,8.5,3.1,11.6,4.5,0.73,6347647.0,10579411.0,Top 10 (Supermax),Elite Scorer (25+ PPG),Star (4-6 VORP),0,1,0,0,2023
LeBron James,2023-24,LAL,PF,39.0,71.0,71.0,100.0,"CPOY-10,AS,NBA3",47607350.0,"$47,607,350",3.0,35.3,25.7,7.3,8.3,1.3,0.5,3.5,1.1,0.54,0.41,0.75,0.599,2.1,5.1,1822.0,518.0,589.0,89.0,38.0,23.7,0.63,29.2,2.8,19.3,11.5,37.5,1.7,1.3,14.5,5.7,2.8,8.5,0.164,5.5,0.9,6.5,5.4,0.54,5600865.0,8816176.0,Top 10 (Supermax),Elite Scorer (25+ PPG),Star (4-6 VORP),0,1,0,0,2023
Nikola Jokić,2023-24,DEN,C,28.0,79.0,79.0,100.0,"MVP-1,CPOY-4,AS,NBA1",47607350.0,"$47,607,350",3.0,34.6,26.4,12.4,9.0,1.4,0.9,3.0,2.5,0.583,0.359,0.817,0.612,1.1,2.9,2085.0,976.0,708.0,108.0,68.0,31.0,0.65,29.3,9.3,29.6,19.8,42.0,2.0,2.1,12.9,12.0,5.1,17.0,0.299,9.0,4.2,13.2,10.6,0.55,2800432.0,4491259.0,Top 10 (Supermax),Elite Scorer (25+ PPG),Superstar (6+ VORP),1,1,1,0,2023
Bradley Beal,2023-24,PHO,SG,30.0,53.0,53.0,100.0,,46741590.0,"$46,741,590",6.0,33.3,18.2,4.4,5.0,1.0,0.5,2.5,2.4,0.513,0.43,0.813,0.582,1.9,4.4,964.0,232.0,265.0,52.0,27.0,16.3,0.607,22.7,3.6,10.8,7.4,22.5,1.4,1.3,14.2,2.4,1.5,3.9,0.107,0.9,-0.6,0.4,1.1,0.39,11985023.0,42492355.0,Top 10 (Supermax),Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2023
Paul George,2023-24,LAC,PF,33.0,74.0,74.0,100.0,AS,45640084.0,"$45,640,084",7.0,33.8,22.6,5.2,3.5,1.5,0.5,2.1,2.7,0.471,0.413,0.907,0.569,3.3,7.9,1671.0,388.0,262.0,113.0,37.0,19.3,0.613,26.6,1.7,15.3,8.8,16.1,2.2,1.3,10.1,4.4,2.8,7.3,0.14,2.9,0.2,3.2,3.3,0.5,6252066.0,13830328.0,Top 10 (Supermax),All-Star (20-25 PPG),Above Average (2-4 VORP),0,1,0,0,2023
Kawhi Leonard,2023-24,LAC,SF,32.0,68.0,68.0,100.0,"AS,NBA2",45640084.0,"$45,640,084",7.0,34.3,23.7,6.1,3.6,1.6,0.9,1.8,1.4,0.525,0.417,0.885,0.585,2.1,4.9,1613.0,416.0,244.0,111.0,59.0,23.2,0.626,26.5,4.2,15.6,10.1,16.9,2.4,2.3,8.5,6.0,2.9,8.9,0.184,4.8,0.6,5.5,4.4,0.52,5128099.0,10372746.0,Top 10 (Supermax),All-Star (20-25 PPG),Star (4-6 VORP),0,1,0,0,2023
Damian Lillard,2023-24,MIL,PG,33.0,73.0,73.0,100.0,"CPOY-11,AS",45640084.0,"$45,640,084",7.0,35.3,24.3,4.4,7.0,1.0,0.2,2.6,1.8,0.424,0.354,0.92,0.51,3.0,8.5,1775.0,320.0,508.0,72.0,18.0,19.6,0.59,28.4,1.6,11.8,6.8,28.8,1.3,0.6,11.4,5.8,1.9,7.7,0.143,3.4,-1.3,2.1,2.7,0.53,5927284.0,16903735.0,Top 10 (Supermax),All-Star (20-25 PPG),Above Average (2-4 VORP),0,1,0,0,2023
Giannis Antetokounmpo,2023-24,MIL,PF,29.0,73.0,73.0,100.0,"MVP-4,DPOY-9,CPOY-12,AS,NBA1",45640084.0,"$45,640,084",7.0,35.2,30.4,11.5,6.5,1.2,1.1,3.4,2.9,0.611,0.274,0.657,0.624,0.5,1.7,2222.0,841.0,476.0,87.0,79.0,29.9,0.649,33.0,8.6,27.0,17.9,32.7,1.6,2.6,12.7,9.5,3.7,13.2,0.246,6.7,2.4,9.0,7.2,0.67,3457582.0,6338901.0,Top 10 (Supermax),Elite Scorer (25+ PPG),Superstar (6+ VORP),1,1,1,1,2023
Jimmy Butler,2023-24,MIA,PF,34.0,60.0,60.0,100.0,,45183960.0,"$45,183,960",11.0,34.0,20.8,5.3,5.0,1.3,0.3,1.7,1.1,0.499,0.414,0.858,0.537,1.0,2.4,1246.0,318.0,298.0,79.0,17.0,22.0,0.626,24.0,5.8,11.9,8.8,23.1,1.9,0.8,9.3,6.4,2.7,9.1,0.214,3.9,0.7,4.6,3.4,0.46,4965270.0,13289400.0,Top 30 (Max),All-Star (20-25 PPG),Above Average (2-4 VORP),0,0,0,0,2023
Klay Thompson,2023-24,GSW,SF,33.0,77.0,63.0,81.8,,43219440.0,"$43,219,440",12.0,29.7,17.9,3.3,2.3,0.6,0.5,1.5,1.6,0.432,0.387,0.927,0.551,3.5,9.0,1375.0,254.0,176.0,50.0,35.0,13.9,0.576,24.2,1.7,10.2,6.0,11.2,1.1,1.4,8.9,1.8,1.7,3.6,0.075,1.1,-1.5,-0.4,0.9,0.41,12005400.0,48021600.0,Top 30 (Max),Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2023
Rudy Gobert,2023-24,MIN,C,31.0,76.0,76.0,100.0,"DPOY-1,DEF1",41000000.0,"$41,000,000",13.0,34.1,14.0,12.9,1.3,0.7,2.1,1.6,3.1,0.661,0.0,0.638,0.661,0.0,0.0,1061.0,982.0,102.0,52.0,162.0,19.3,0.675,15.4,13.1,29.2,21.5,5.6,1.0,5.5,13.1,5.8,5.8,11.6,0.216,0.1,1.7,1.8,2.5,0.34,3534483.0,16400000.0,Top 30 (Max),Role Player (10-15 PPG),Above Average (2-4 VORP),0,0,0,1,2023
Fred VanVleet,2023-24,HOU,PG,29.0,73.0,73.0,100.0,,40806300.0,"$40,806,300",14.0,36.8,17.4,3.8,8.1,1.4,0.8,1.7,2.5,0.416,0.387,0.86,0.527,3.1,8.0,1270.0,278.0,589.0,101.0,59.0,16.7,0.568,19.7,1.3,9.9,5.6,31.1,1.8,2.0,10.1,5.3,3.1,8.4,0.15,2.6,0.8,3.4,3.6,0.43,4857893.0,11335083.0,Top 30 (Max),Starter (15-20 PPG),Above Average (2-4 VORP),0,0,0,0,2023
Anthony Davis,2023-24,LAL,C,30.0,76.0,76.0,100.0,"DPOY-4,AS,NBA2,DEF1",40600080.0,"$40,600,080",15.0,35.5,24.7,12.6,3.5,1.2,2.3,2.1,2.3,0.556,0.271,0.816,0.567,0.4,1.4,1876.0,961.0,266.0,91.0,178.0,25.8,0.621,26.7,10.4,28.3,19.8,15.5,1.6,5.7,9.5,7.2,4.7,11.8,0.21,3.5,1.7,5.1,4.9,0.61,3440685.0,8285731.0,Top 30 (Max),All-Star (20-25 PPG),Star (4-6 VORP),0,1,0,1,2023
Zach LaVine,2023-24,CHI,SG,28.0,25.0,23.0,92.0,,40064220.0,"$40,064,220",16.0,34.9,19.5,5.2,3.9,0.8,0.3,2.1,2.3,0.452,0.349,0.854,0.531,2.4,6.8,487.0,129.0,98.0,21.0,8.0,15.1,0.578,23.8,1.0,15.8,8.3,16.8,1.2,0.9,11.0,0.8,0.6,1.5,0.08,0.8,-0.7,0.1,0.5,0.49,26709480.0,80128440.0,Top 30 (Max),Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2023
