player_name,current_season,current_team,current_age,current_salary,current_salary_formatted,current_salary_rank,current_games,current_ppg,current_rpg,current_apg,current_PER,current_TS_pct,current_WS,current_VORP,current_BPM,previous_season,previous_team,previous_salary,previous_salary_rank,previous_games,previous_ppg,previous_rpg,previous_apg,previous_PER,previous_TS_pct,previous_WS,previous_VORP,previous_BPM,salary_change,salary_change_pct,ppg_change,rpg_change,apg_change,vorp_change,ws_change,performance_trend,impact_trend,season_year
Jaden Springer,2024-25,BOS,22.0,4018363.0,"$4,018,363",271.0,26.0,1.7,0.9,0.4,12.1,0.52,0.4,0.1,-0.3,2023-24,PHI,2226240.0,390.0,32.0,4.0,1.8,1.1,10.6,0.481,0.3,-0.1,-3.4,1792123.0,80.5,-2.3,-0.9,-0.7,0.2,0.1,Significantly Declined,Improving,2024
Maxwell Lewis,2024-25,BRK,22.0,1891857.0,"$1,891,857",396.0,21.0,5.3,2.5,0.8,10.6,0.526,0.3,-0.1,-3.9,2023-24,LAL,1119563.0,462.0,34.0,0.3,0.1,0.2,-3.9,0.246,-0.4,-0.3,-13.5,772294.0,69.0,5.0,2.4,0.6,0.2,0.7,Significantly Improved,Improving,2024
Miles McBride,2024-25,NYK,24.0,4710144.0,"$4,710,144",252.0,64.0,9.5,2.5,2.9,12.6,0.531,3.2,0.8,0.0,2023-24,NYK,1836096.0,430.0,68.0,8.3,1.5,1.7,13.1,0.59,3.6,0.6,-0.1,2874048.0,156.5,1.2,1.0,1.2,0.2,-0.4,Improved,Improving,2024
Jeff Green,2024-25,HOU,38.0,8000000.0,"$8,000,000",193.0,32.0,5.4,1.8,0.6,13.6,0.649,1.3,0.2,0.4,2023-24,HOU,8000000.0,182.0,78.0,6.5,2.3,0.9,11.3,0.59,2.6,0.0,-2.1,0.0,0.0,-1.1,-0.5,-0.3,0.2,-1.3,Declined,Improving,2024
Amir Coffey,2024-25,LAC,27.0,3938271.0,"$3,938,271",276.0,72.0,9.7,2.2,1.1,11.2,0.614,4.0,0.1,-1.7,2023-24,LAC,3666667.0,287.0,70.0,6.6,2.1,1.1,10.0,0.604,2.6,-0.1,-2.2,271604.0,7.4,3.1,0.1,0.0,0.2,1.4,Significantly Improved,Improving,2024
Naji Marshall,2024-25,DAL,27.0,8571429.0,"$8,571,429",185.0,69.0,13.2,4.8,3.0,15.1,0.584,3.5,0.6,-0.8,2023-24,NOP,1930681.0,420.0,66.0,7.1,3.6,1.9,12.7,0.576,2.6,0.4,-0.7,6640748.0,344.0,6.1,1.2,1.1,0.2,0.9,Significantly Improved,Improving,2024
Josh Okogie,2024-25,2TM,26.0,8250000.0,"$8,250,000",190.0,40.0,7.1,2.8,0.8,16.3,0.567,1.3,0.6,1.5,2023-24,PHO,2815937.0,334.0,60.0,4.6,2.6,1.1,12.0,0.552,2.1,0.4,-0.5,5434063.0,193.0,2.5,0.2,-0.3,0.2,-0.8,Significantly Improved,Improving,2024
Zach Collins,2024-25,SAS,27.0,16741200.0,"$16,741,200",104.0,36.0,4.6,2.8,1.4,14.4,0.566,1.0,0.2,-0.1,2023-24,SAS,7700000.0,192.0,69.0,11.2,5.4,2.8,14.3,0.565,1.8,0.0,-2.0,9041200.0,117.4,-6.6,-2.6,-1.4,0.2,-0.8,Significantly Declined,Improving,2024
David Roddy,2024-25,3TM,23.0,2847240.0,"$2,847,240",328.0,33.0,4.6,2.5,1.1,11.9,0.561,0.5,0.1,-1.5,2023-24,PHO,2718240.0,339.0,17.0,1.3,0.6,0.2,7.9,0.469,0.0,-0.1,-5.8,129000.0,4.7,3.3,1.9,0.9,0.2,0.5,Significantly Improved,Improving,2024
Trey Jemison,2024-25,LAL,25.0,,,,22.0,2.6,2.8,0.3,8.6,0.603,0.3,-0.3,-7.3,2023-24,2TM,64343.0,653.0,25.0,6.8,5.4,1.1,11.8,0.582,0.9,-0.5,-5.1,,,-4.2,-2.6,-0.8,0.2,-0.6,Significantly Declined,Improving,2024
Nikola Jović,2024-25,MIA,21.0,2464200.0,"$2,464,200",355.0,46.0,10.7,3.9,2.8,13.8,0.595,2.5,0.7,0.3,2023-24,MIA,2352000.0,372.0,46.0,7.7,4.2,2.0,12.8,0.583,1.9,0.5,0.3,112200.0,4.8,3.0,-0.3,0.8,0.2,0.6,Significantly Improved,Improving,2024
Quenton Jackson,2024-25,IND,26.0,,,,28.0,5.8,1.6,1.9,14.7,0.58,1.0,0.2,-0.3,2023-24,IND,,,3.0,0.7,1.3,0.7,16.1,0.532,0.0,0.0,3.3,,,5.1,0.3,1.2,0.2,1.0,Significantly Improved,Improving,2024
DeAndre Jordan,2024-25,DEN,36.0,3303771.0,"$3,303,771",292.0,56.0,3.7,5.1,0.9,15.4,0.621,1.8,0.2,-1.2,2023-24,DEN,3196448.0,298.0,36.0,3.9,4.4,0.7,16.0,0.61,1.2,0.0,-1.7,107323.0,3.4,-0.2,0.7,0.2,0.2,0.6,Declined,Improving,2024
Kobe Brown,2024-25,LAC,25.0,2534024.0,"$2,534,024",351.0,40.0,1.9,1.6,0.6,10.8,0.513,0.5,0.0,-2.1,2023-24,LAC,2413356.0,368.0,44.0,2.0,1.4,0.6,7.6,0.49,0.5,-0.2,-3.8,120668.0,5.0,-0.1,0.2,0.0,0.2,0.0,Declined,Improving,2024
Cam Spencer,2024-25,MEM,24.0,,,,25.0,4.2,1.2,1.4,14.2,0.587,0.8,0.2,0.5,,,,,,,,,,,,,,,,4.2,1.2,1.4,0.2,0.8,Significantly Improved,Improving,2024
Cam Reddish,2024-25,LAL,25.0,2463946.0,"$2,463,946",356.0,33.0,3.2,2.0,0.7,7.4,0.498,0.7,-0.1,-2.7,2023-24,LAL,2165000.0,394.0,48.0,5.4,2.1,1.0,7.7,0.504,0.6,-0.3,-3.2,298946.0,13.8,-2.2,-0.1,-0.3,0.2,0.1,Significantly Declined,Improving,2024
Georges Niang,2024-25,ATL,31.0,8500000.0,"$8,500,000",187.0,28.0,12.1,3.0,1.6,11.4,0.595,0.7,-0.2,-3.1,2023-24,CLE,8800000.0,176.0,82.0,9.4,3.4,1.2,9.9,0.583,2.4,-0.4,-2.9,-300000.0,-3.4,2.7,-0.4,0.4,0.2,-1.7,Significantly Improved,Improving,2024
David Roddy,2024-25,ATL,23.0,2847240.0,"$2,847,240",328.0,27.0,4.5,2.6,1.1,11.8,0.594,0.5,0.1,-1.2,2023-24,PHO,2718240.0,339.0,17.0,1.3,0.6,0.2,7.9,0.469,0.0,-0.1,-5.8,129000.0,4.7,3.2,2.0,0.9,0.2,0.5,Significantly Improved,Improving,2024
Jarred Vanderbilt,2024-25,LAL,25.0,10714286.0,"$10,714,286",159.0,36.0,4.1,5.1,1.1,13.2,0.537,1.4,0.2,-1.0,2023-24,LAL,4640000.0,252.0,29.0,5.2,4.8,1.2,11.6,0.578,1.1,0.0,-1.6,6074286.0,130.9,-1.1,0.3,-0.1,0.2,0.3,Declined,Improving,2024
Ryan Rollins,2024-25,MIL,22.0,949888.0,"$949,888",443.0,56.0,6.2,1.9,1.9,14.0,0.6,1.7,0.3,-0.5,2023-24,WAS,1719864.0,442.0,10.0,4.1,1.1,1.1,22.7,0.631,0.2,0.1,5.0,-769976.0,-44.8,2.1,0.8,0.8,0.2,1.5,Significantly Improved,Improving,2024
Day'Ron Sharpe,2024-25,BRK,23.0,3989122.0,"$3,989,122",274.0,50.0,7.9,6.6,1.8,19.7,0.568,2.7,0.7,0.9,2023-24,BRK,2210040.0,391.0,61.0,6.8,6.4,1.4,20.0,0.596,2.9,0.5,0.0,1779082.0,80.5,1.1,0.2,0.4,0.2,-0.2,Improved,Improving,2024
Mouhamed Gueye,2024-25,ATL,22.0,1891857.0,"$1,891,857",396.0,33.0,6.0,4.2,0.8,14.4,0.52,1.2,0.2,-0.6,2023-24,ATL,1119563.0,462.0,6.0,4.0,3.7,0.7,15.0,0.468,0.2,0.0,-1.5,772294.0,69.0,2.0,0.5,0.1,0.2,1.0,Improved,Improving,2024
Dorian Finney-Smith,2024-25,LAL,31.0,14924167.0,"$14,924,167",113.0,43.0,7.9,3.6,1.4,9.2,0.598,1.8,0.2,-1.5,2023-24,BRK,13932008.0,114.0,68.0,8.5,4.7,1.6,10.1,0.546,2.6,0.0,-2.0,992159.0,7.1,-0.6,-1.1,-0.2,0.2,-0.8,Declined,Improving,2024
Peyton Watson,2024-25,DEN,22.0,2413560.0,"$2,413,560",363.0,68.0,8.1,3.4,1.4,11.4,0.564,2.5,0.1,-1.8,2023-24,DEN,2303520.0,385.0,80.0,6.7,3.2,1.1,11.8,0.539,2.5,-0.1,-2.2,110040.0,4.8,1.4,0.2,0.3,0.2,0.0,Improved,Improving,2024
Patty Mills,2024-25,2TM,36.0,,,,29.0,3.8,0.8,0.9,8.4,0.543,0.1,-0.1,-3.2,2023-24,2TM,,,32.0,4.0,1.1,1.1,7.2,0.467,0.1,-0.3,-4.6,,,-0.2,-0.3,-0.2,0.2,0.0,Declined,Improving,2024
Bruce Brown,2024-25,NOP,28.0,23000000.0,"$23,000,000",74.0,23.0,8.2,4.2,2.4,10.1,0.488,0.2,-0.4,-4.6,2023-24,2TM,22000000.0,67.0,67.0,10.8,4.2,2.9,11.6,0.563,2.2,-0.6,-3.3,1000000.0,4.5,-2.6,0.0,-0.5,0.2,-2.0,Significantly Declined,Improving,2024
Bruce Brown,2024-25,2TM,28.0,23000000.0,"$23,000,000",74.0,41.0,8.3,4.0,2.0,10.9,0.504,0.7,-0.4,-3.8,2023-24,2TM,22000000.0,67.0,67.0,10.8,4.2,2.9,11.6,0.563,2.2,-0.6,-3.3,1000000.0,4.5,-2.5,-0.2,-0.9,0.2,-1.5,Significantly Declined,Improving,2024
Ousmane Dieng,2024-25,OKC,21.0,5027040.0,"$5,027,040",242.0,37.0,3.8,2.2,0.8,11.5,0.538,0.9,0.1,-0.9,2023-24,OKC,4798440.0,248.0,33.0,4.0,1.5,1.1,10.1,0.54,0.4,-0.1,-3.0,228600.0,4.8,-0.2,0.7,-0.3,0.2,0.5,Declined,Improving,2024
Doug McDermott,2024-25,SAC,33.0,3303771.0,"$3,303,771",292.0,42.0,3.5,0.5,0.2,9.5,0.617,0.4,-0.1,-3.2,2023-24,2TM,14000000.0,112.0,64.0,5.5,0.9,1.1,9.1,0.6,0.9,-0.3,-3.4,-10696229.0,-76.4,-2.0,-0.4,-0.9,0.2,-0.5,Declined,Improving,2024
Cameron Payne,2024-25,NYK,30.0,3003427.0,"$3,003,427",318.0,72.0,6.9,1.4,2.8,13.8,0.532,2.3,0.5,-0.2,2023-24,2TM,6500000.0,211.0,78.0,7.4,1.5,2.6,12.8,0.566,2.4,0.3,-1.1,-3496573.0,-53.8,-0.5,-0.1,0.2,0.2,-0.1,Declined,Improving,2024
A.J. Lawson,2024-25,TOR,24.0,,,,26.0,9.1,3.3,1.2,12.7,0.542,0.8,-0.1,-2.5,2023-24,DAL,,,42.0,3.2,1.2,0.5,11.2,0.519,0.2,-0.2,-4.6,,,5.9,2.1,0.7,0.1,0.6,Significantly Improved,Improving,2024
Caris LeVert,2024-25,2TM,30.0,16615384.0,"$16,615,384",105.0,64.0,12.1,3.2,3.4,15.2,0.582,4.0,1.2,0.9,2023-24,CLE,15384616.0,107.0,68.0,14.0,4.1,5.1,14.6,0.524,3.6,1.1,0.2,1230768.0,8.0,-1.9,-0.9,-1.7,0.1,0.4,Declined,Improving,2024
Kessler Edwards,2024-25,DAL,24.0,,,,40.0,4.2,2.9,1.1,11.3,0.597,1.2,0.1,-1.4,2023-24,SAC,1927896.0,423.0,54.0,1.7,0.8,0.3,10.3,0.541,0.5,0.0,-1.5,,,2.5,2.1,0.8,0.1,0.7,Significantly Improved,Improving,2024
Shake Milton,2024-25,LAL,28.0,2875000.0,"$2,875,000",325.0,30.0,3.9,1.8,1.3,10.5,0.535,0.4,-0.2,-4.0,2023-24,MIN,5000000.0,242.0,38.0,4.7,1.3,1.3,8.3,0.496,0.4,-0.3,-4.2,-2125000.0,-42.5,-0.8,0.5,0.0,0.1,0.0,Declined,Improving,2024
Jaden Springer,2024-25,2TM,22.0,4018363.0,"$4,018,363",271.0,43.0,2.5,1.3,0.8,10.7,0.511,0.5,-0.1,-2.7,2023-24,2TM,2226240.0,390.0,49.0,3.3,1.6,0.9,10.7,0.49,0.6,-0.2,-3.4,1792123.0,80.5,-0.8,-0.3,-0.1,0.1,-0.1,Declined,Improving,2024
Jarace Walker,2024-25,IND,21.0,6362433.0,"$6,362,433",217.0,75.0,6.1,3.1,1.5,11.9,0.59,1.6,0.3,-0.9,2023-24,IND,6059460.0,221.0,33.0,3.6,1.9,1.2,11.8,0.527,0.4,0.2,0.2,302973.0,5.0,2.5,1.2,0.3,0.1,1.2,Significantly Improved,Improving,2024
Jordan Goodwin,2024-25,LAL,26.0,364102.0,"$364,102",531.0,29.0,5.6,3.9,1.4,12.1,0.541,1.0,0.2,-0.8,2023-24,MEM,1927896.0,423.0,17.0,10.0,8.0,4.5,12.7,0.42,0.4,0.1,-1.2,-1563794.0,-81.1,-4.4,-4.1,-3.1,0.1,0.6,Significantly Declined,Improving,2024
Wendell Moore Jr.,2024-25,DET,23.0,,,,20.0,3.2,2.2,1.2,12.4,0.561,0.5,0.1,0.0,2023-24,MIN,,,25.0,0.7,0.5,0.2,8.6,0.5,0.1,0.0,-2.8,,,2.5,1.7,1.0,0.1,0.4,Significantly Improved,Improving,2024
Ryan Rollins,2024-25,MIL,22.0,949888.0,"$949,888",443.0,56.0,6.2,1.9,1.9,14.0,0.6,1.7,0.3,-0.5,2023-24,2TM,1719864.0,442.0,13.0,3.4,1.0,1.1,22.0,0.638,0.3,0.2,5.7,-769976.0,-44.8,2.8,0.9,0.8,0.1,1.4,Significantly Improved,Improving,2024
Torrey Craig,2024-25,2TM,34.0,2845342.0,"$2,845,342",329.0,26.0,4.2,2.8,0.7,12.9,0.567,0.8,0.1,-0.9,2023-24,CHI,2528233.0,353.0,53.0,5.7,4.1,1.1,10.8,0.568,1.9,0.0,-2.0,317109.0,12.5,-1.5,-1.3,-0.4,0.1,-1.1,Declined,Improving,2024
Bobby Portis,2024-25,MIL,29.0,12578286.0,"$12,578,286",133.0,49.0,13.9,8.4,2.1,17.7,0.542,2.7,0.7,0.2,2023-24,MIL,11710818.0,134.0,82.0,13.8,7.4,1.3,17.5,0.581,4.7,0.6,-0.8,867468.0,7.4,0.1,1.0,0.8,0.1,-2.0,Improved,Improving,2024
Maxwell Lewis,2024-25,2TM,22.0,1891857.0,"$1,891,857",396.0,28.0,4.1,2.0,0.7,9.9,0.516,0.2,-0.2,-4.4,2023-24,LAL,1119563.0,462.0,34.0,0.3,0.1,0.2,-3.9,0.246,-0.4,-0.3,-13.5,772294.0,69.0,3.8,1.9,0.5,0.1,0.6,Significantly Improved,Improving,2024
Trey Lyles,2024-25,SAC,29.0,8000000.0,"$8,000,000",193.0,69.0,6.5,4.6,1.2,12.3,0.551,2.6,0.4,-0.7,2023-24,SAC,8000000.0,182.0,58.0,7.2,4.4,1.2,11.9,0.596,2.4,0.3,-1.1,0.0,0.0,-0.7,0.2,0.0,0.1,0.2,Declined,Improving,2024
Spencer Dinwiddie,2024-25,DAL,31.0,3303771.0,"$3,303,771",292.0,79.0,11.0,2.6,4.4,13.0,0.553,3.7,0.2,-1.6,2023-24,2TM,18857143.0,80.0,76.0,10.5,2.7,4.7,11.7,0.543,3.6,0.1,-1.9,-15553372.0,-82.5,0.5,-0.1,-0.3,0.1,0.1,Improved,Improving,2024
Aaron Holiday,2024-25,HOU,28.0,4668000.0,"$4,668,000",254.0,62.0,5.5,1.3,1.3,12.2,0.594,2.0,0.3,-0.2,2023-24,HOU,2346614.0,374.0,78.0,6.6,1.6,1.8,11.5,0.578,2.5,0.2,-1.5,2321386.0,98.9,-1.1,-0.3,-0.5,0.1,-0.5,Declined,Improving,2024
Max Christie,2024-25,2TM,21.0,7142857.0,"$7,142,857",206.0,78.0,9.6,3.3,1.9,10.4,0.57,2.7,-0.3,-2.5,2023-24,LAL,1719864.0,442.0,67.0,4.2,2.1,0.9,8.4,0.544,0.7,-0.4,-3.6,5422993.0,315.3,5.4,1.2,1.0,0.1,2.0,Significantly Improved,Improving,2024
Bruce Brown,2024-25,2TM,28.0,23000000.0,"$23,000,000",74.0,41.0,8.3,4.0,2.0,10.9,0.504,0.7,-0.4,-3.8,2023-24,TOR,22000000.0,67.0,34.0,9.6,3.8,2.7,10.9,0.557,0.7,-0.5,-4.5,1000000.0,4.5,-1.3,0.2,-0.7,0.1,0.0,Declined,Improving,2024
Seth Curry,2024-25,CHO,34.0,3303771.0,"$3,303,771",292.0,68.0,6.5,1.7,0.9,12.2,0.616,1.8,0.1,-1.7,2023-24,CHO,4000000.0,271.0,8.0,9.0,2.0,1.8,13.5,0.56,0.2,0.0,-1.1,-696229.0,-17.4,-2.5,-0.3,-0.9,0.1,1.6,Significantly Declined,Improving,2024
Dean Wade,2024-25,CLE,28.0,6166667.0,"$6,166,667",219.0,59.0,5.4,4.2,1.3,10.1,0.563,3.0,0.7,0.3,2023-24,CLE,5709877.0,227.0,54.0,5.4,4.0,0.8,10.2,0.598,2.5,0.6,0.1,456790.0,8.0,0.0,0.2,0.5,0.1,0.5,Stable,Improving,2024
Colby Jones,2024-25,SAC,22.0,2120693.0,"$2,120,693",381.0,24.0,1.1,1.0,0.3,8.6,0.5,0.1,0.0,-2.7,2023-24,SAC,2019706.0,406.0,30.0,2.1,1.3,0.7,8.9,0.422,0.0,-0.1,-5.0,100987.0,5.0,-1.0,-0.3,-0.4,0.1,0.1,Declined,Improving,2024
Dalano Banton,2024-25,POR,25.0,2196970.0,"$2,196,970",372.0,67.0,8.3,2.0,2.4,12.9,0.497,0.8,0.3,-0.8,2023-24,2TM,2019706.0,406.0,54.0,10.3,3.3,2.4,13.3,0.504,0.5,0.2,-1.3,177264.0,8.8,-2.0,-1.3,0.0,0.1,0.3,Declined,Improving,2024
Patty Mills,2024-25,2TM,36.0,,,,29.0,3.8,0.8,0.9,8.4,0.543,0.1,-0.1,-3.2,2023-24,MIA,,,13.0,5.8,1.2,1.5,7.9,0.448,0.0,-0.2,-5.3,,,-2.0,-0.4,-0.6,0.1,0.1,Declined,Improving,2024
Ajay Mitchell,2024-25,OKC,22.0,3347451.0,"$3,347,451",290.0,36.0,6.5,1.9,1.8,12.0,0.587,1.5,0.1,-1.6,,,,,,,,,,,,,,3347451.0,334745000.0,6.5,1.9,1.8,0.1,1.5,Significantly Improved,Improving,2024
Max Christie,2024-25,DAL,21.0,7142857.0,"$7,142,857",206.0,32.0,11.2,4.2,2.5,10.2,0.543,0.7,-0.3,-3.4,2023-24,LAL,1719864.0,442.0,67.0,4.2,2.1,0.9,8.4,0.544,0.7,-0.4,-3.6,5422993.0,315.3,7.0,2.1,1.6,0.1,0.0,Significantly Improved,Improving,2024
Monte Morris,2024-25,PHO,29.0,2800834.0,"$2,800,834",331.0,45.0,5.2,1.5,1.6,13.1,0.546,0.8,0.0,-1.8,2023-24,DET,9800926.0,162.0,6.0,4.5,2.0,1.3,8.5,0.398,-0.1,-0.1,-6.9,-7000092.0,-71.4,0.7,-0.5,0.3,0.1,0.9,Improved,Improving,2024
Bruce Brown,2024-25,NOP,28.0,23000000.0,"$23,000,000",74.0,23.0,8.2,4.2,2.4,10.1,0.488,0.2,-0.4,-4.6,2023-24,TOR,22000000.0,67.0,34.0,9.6,3.8,2.7,10.9,0.557,0.7,-0.5,-4.5,1000000.0,4.5,-1.4,0.4,-0.3,0.1,-0.5,Declined,Improving,2024
Bismack Biyombo,2024-25,SAS,32.0,1253154.0,"$1,253,154",421.0,28.0,5.1,5.6,1.1,12.2,0.576,0.8,-0.2,-3.6,2023-24,2TM,5000000.0,242.0,40.0,4.4,5.2,1.3,9.9,0.562,1.1,-0.3,-3.4,-3746846.0,-74.9,0.7,0.4,-0.2,0.1,-0.3,Improved,Improving,2024
Rui Hachimura,2024-25,LAL,26.0,17000000.0,"$17,000,000",101.0,59.0,13.1,5.0,1.4,13.6,0.619,4.3,0.6,-0.7,2023-24,LAL,15740741.0,103.0,68.0,13.6,4.3,1.2,15.0,0.628,4.1,0.5,-0.9,1259259.0,8.0,-0.5,0.7,0.2,0.1,0.2,Declined,Improving,2024
Olivier-Maxence Prosper,2024-25,DAL,22.0,2870406.0,"$2,870,406",326.0,52.0,3.9,2.4,0.8,12.6,0.484,0.9,0.0,-2.1,2023-24,DAL,2733720.0,338.0,40.0,3.0,2.0,0.6,11.6,0.496,0.5,-0.1,-2.9,136686.0,5.0,0.9,0.4,0.2,0.1,0.4,Improved,Improving,2024
Jeff Dowtin Jr.,2024-25,PHI,27.0,,,,41.0,7.0,1.5,1.9,16.1,0.57,1.3,0.3,0.2,2023-24,PHI,,,12.0,4.3,1.7,2.3,18.2,0.689,0.6,0.2,3.3,,,2.7,-0.2,-0.4,0.1,0.7,Significantly Improved,Improving,2024
Johnny Juzang,2024-25,UTA,23.0,3087519.0,"$3,087,519",314.0,64.0,8.9,2.9,1.1,11.8,0.573,1.6,-0.1,-2.3,2023-24,UTA,,,20.0,7.2,1.8,1.2,9.6,0.62,0.4,-0.2,-3.7,3087519.0,308751800.0,1.7,1.1,-0.1,0.1,1.2,Improved,Improving,2024
Shake Milton,2024-25,LAL,28.0,2875000.0,"$2,875,000",325.0,30.0,3.9,1.8,1.3,10.5,0.535,0.4,-0.2,-4.0,2023-24,3TM,5000000.0,242.0,48.0,4.5,1.6,1.3,9.2,0.499,0.6,-0.3,-3.7,-2125000.0,-42.5,-0.6,0.2,0.0,0.1,-0.2,Declined,Improving,2024
Drew Eubanks,2024-25,UTA,27.0,5000000.0,"$5,000,000",244.0,37.0,5.8,4.5,1.2,15.9,0.632,1.2,0.3,0.0,2023-24,PHO,2346614.0,374.0,75.0,5.1,4.3,0.8,14.4,0.645,3.1,0.2,-1.2,2653386.0,113.1,0.7,0.2,0.4,0.1,-1.9,Improved,Improving,2024
Josh Minott,2024-25,MIN,22.0,,,,46.0,2.6,1.0,0.4,15.5,0.605,0.9,0.3,2.2,2023-24,MIN,1719864.0,442.0,32.0,1.6,0.5,0.3,20.4,0.593,0.4,0.2,5.1,,,1.0,0.5,0.1,0.1,0.5,Improved,Improving,2024
Sam Merrill,2024-25,CLE,28.0,,,,71.0,7.2,2.2,1.5,11.1,0.583,3.3,0.8,0.3,2023-24,CLE,1997238.0,415.0,61.0,8.0,2.0,1.8,13.1,0.598,2.8,0.7,0.5,,,-0.8,0.2,-0.3,0.1,0.5,Declined,Improving,2024
Davion Mitchell,2024-25,2TM,26.0,6451077.0,"$6,451,077",215.0,74.0,7.9,2.3,4.9,10.2,0.573,3.0,-0.3,-2.6,2023-24,SAC,5063640.0,237.0,72.0,5.3,1.3,1.9,9.3,0.555,1.3,-0.4,-3.4,1387437.0,27.4,2.6,1.0,3.0,0.1,1.7,Significantly Improved,Improving,2024
Nick Richards,2024-25,CHO,27.0,5000000.0,"$5,000,000",244.0,21.0,8.9,7.5,1.3,17.2,0.614,1.1,0.0,-2.0,2023-24,CHO,5000000.0,242.0,67.0,9.7,8.0,0.8,16.7,0.717,5.1,-0.1,-2.3,0.0,0.0,-0.8,-0.5,0.5,0.1,-4.0,Declined,Improving,2024
Jalen Pickett,2024-25,DEN,25.0,1891857.0,"$1,891,857",396.0,49.0,4.1,1.4,2.2,10.9,0.545,1.1,0.1,-1.5,2023-24,DEN,1708143.0,452.0,27.0,1.6,0.5,0.8,9.7,0.571,0.2,0.0,-3.3,183714.0,10.8,2.5,0.9,1.4,0.1,0.9,Significantly Improved,Improving,2024
Doug McDermott,2024-25,SAC,33.0,3303771.0,"$3,303,771",292.0,42.0,3.5,0.5,0.2,9.5,0.617,0.4,-0.1,-3.2,2023-24,IND,14000000.0,112.0,18.0,4.2,0.6,0.7,7.7,0.537,0.1,-0.2,-5.1,-10696229.0,-76.4,-0.7,-0.1,-0.5,0.1,0.3,Declined,Improving,2024
Jaden Springer,2024-25,BOS,22.0,4018363.0,"$4,018,363",271.0,26.0,1.7,0.9,0.4,12.1,0.52,0.4,0.1,-0.3,2023-24,BOS,2226240.0,390.0,17.0,2.1,1.2,0.5,10.9,0.522,0.2,0.0,-3.2,1792123.0,80.5,-0.4,-0.3,-0.1,0.1,0.2,Declined,Improving,2024
Garrett Temple,2024-25,TOR,38.0,3303771.0,"$3,303,771",292.0,28.0,1.9,1.0,1.1,8.5,0.406,0.2,-0.1,-3.6,2023-24,TOR,3196448.0,298.0,27.0,3.3,1.7,1.0,9.5,0.502,0.2,-0.2,-4.7,107323.0,3.4,-1.4,-0.7,0.1,0.1,0.0,Declined,Improving,2024
Trey Jemison,2024-25,LAL,25.0,,,,22.0,2.6,2.8,0.3,8.6,0.603,0.3,-0.3,-7.3,2023-24,MEM,64343.0,653.0,23.0,7.4,5.8,1.2,11.9,0.582,0.9,-0.4,-5.1,,,-4.8,-3.0,-0.9,0.1,-0.6,Significantly Declined,Improving,2024
Bilal Coulibaly,2024-25,WAS,20.0,6945240.0,"$6,945,240",209.0,59.0,12.3,5.0,3.4,10.8,0.515,0.3,-0.8,-3.7,2023-24,WAS,6614256.0,209.0,63.0,8.4,4.1,1.7,8.9,0.543,0.4,-0.9,-4.2,330984.0,5.0,3.9,0.9,1.7,0.1,-0.1,Significantly Improved,Improving,2024
MarJon Beauchamp,2024-25,MIL,24.0,2733720.0,"$2,733,720",338.0,26.0,2.0,1.2,0.3,8.5,0.497,-0.1,-0.1,-6.5,2023-24,MIL,2609400.0,346.0,48.0,4.4,2.1,0.6,9.7,0.592,0.7,-0.2,-3.2,124320.0,4.8,-2.4,-0.9,-0.3,0.1,-0.8,Significantly Declined,Improving,2024
Drew Eubanks,2024-25,2TM,27.0,5000000.0,"$5,000,000",244.0,61.0,4.6,3.7,0.9,15.6,0.622,1.7,0.3,-0.7,2023-24,PHO,2346614.0,374.0,75.0,5.1,4.3,0.8,14.4,0.645,3.1,0.2,-1.2,2653386.0,113.1,-0.5,-0.6,0.1,0.1,-1.4,Declined,Improving,2024
Alec Burks,2024-25,MIA,33.0,3303771.0,"$3,303,771",292.0,49.0,7.3,2.5,1.1,12.8,0.608,1.8,0.5,0.3,2023-24,DET,10489600.0,153.0,43.0,12.6,2.6,1.6,15.1,0.581,1.7,0.4,-0.4,-7185829.0,-68.5,-5.3,-0.1,-0.5,0.1,0.1,Significantly Declined,Improving,2024
MarJon Beauchamp,2024-25,3TM,24.0,2733720.0,"$2,733,720",338.0,35.0,2.3,1.3,0.3,12.3,0.535,0.1,-0.1,-4.3,2023-24,MIL,2609400.0,346.0,48.0,4.4,2.1,0.6,9.7,0.592,0.7,-0.2,-3.2,124320.0,4.8,-2.1,-0.8,-0.3,0.1,-0.6,Significantly Declined,Improving,2024
Drew Peterson,2024-25,BOS,25.0,,,,25.0,2.2,1.6,0.5,10.5,0.601,0.4,0.1,-0.8,2023-24,BOS,,,3.0,3.7,0.3,0.3,18.5,0.917,0.1,0.0,5.3,,,-1.5,1.3,0.2,0.1,0.3,Declined,Improving,2024
Shake Milton,2024-25,BRK,28.0,2875000.0,"$2,875,000",325.0,27.0,7.4,1.9,2.4,12.8,0.58,1.0,0.1,-0.9,2023-24,DET,5000000.0,242.0,4.0,6.8,4.5,1.5,14.6,0.494,0.1,0.0,0.3,-2125000.0,-42.5,0.6,-2.6,0.9,0.1,0.9,Improved,Improving,2024
Shake Milton,2024-25,BRK,28.0,2875000.0,"$2,875,000",325.0,27.0,7.4,1.9,2.4,12.8,0.58,1.0,0.1,-0.9,2023-24,NYK,5000000.0,242.0,6.0,1.8,1.0,0.7,13.8,0.557,0.1,0.0,-3.5,-2125000.0,-42.5,5.6,0.9,1.7,0.1,0.9,Significantly Improved,Improving,2024
