player_name,current_season,current_team,current_age,current_salary,current_salary_formatted,current_salary_rank,current_games,current_ppg,current_rpg,current_apg,current_PER,current_TS_pct,current_WS,current_VORP,current_BPM,previous_season,previous_team,previous_salary,previous_salary_rank,previous_games,previous_ppg,previous_rpg,previous_apg,previous_PER,previous_TS_pct,previous_WS,previous_VORP,previous_BPM,salary_change,salary_change_pct,ppg_change,rpg_change,apg_change,vorp_change,ws_change,performance_trend,impact_trend,season_year
Daniel Gafford,2023-24,DAL,25.0,12402000.0,"$12,402,000",125.0,29.0,11.2,6.9,1.6,25.0,0.769,3.3,1.3,5.9,2022-23,WAS,1930681.0,396.0,78.0,9.0,5.6,1.1,19.7,0.739,6.1,1.2,1.0,10471319.0,542.4,2.2,1.3,0.5,0.1,-2.8,Significantly Improved,Improving,2023
Zeke Nnaji,2023-24,DEN,23.0,4306281.0,"$4,306,281",265.0,58.0,3.2,2.2,0.6,12.4,0.528,1.2,-0.2,-3.7,2022-23,DEN,2617800.0,330.0,53.0,5.2,2.6,0.3,12.5,0.62,1.6,-0.3,-3.7,1688481.0,64.5,-2.0,-0.4,0.3,0.1,-0.4,Declined,Improving,2023
Ousmane Dieng,2023-24,OKC,20.0,4798440.0,"$4,798,440",248.0,33.0,4.0,1.5,1.1,10.1,0.54,0.4,-0.1,-3.0,2022-23,OKC,4569840.0,241.0,39.0,4.9,2.7,1.2,9.3,0.505,0.4,-0.2,-3.6,228600.0,5.0,-0.9,-1.2,-0.1,0.1,0.0,Declined,Improving,2023
Jaden Ivey,2023-24,DET,21.0,7614480.0,"$7,614,480",193.0,77.0,15.4,3.4,3.8,12.4,0.536,0.5,-0.6,-3.1,2022-23,DET,7252200.0,186.0,74.0,16.3,3.9,5.2,12.1,0.528,0.0,-0.7,-3.3,362280.0,5.0,-0.9,-0.5,-1.4,0.1,0.5,Declined,Improving,2023
Braxton Key,2023-24,DEN,26.0,,,,20.0,1.1,0.9,0.5,16.5,0.536,0.2,0.1,2.1,2022-23,DET,201802.0,566.0,3.0,1.3,0.3,0.0,18.6,1.064,0.0,0.0,2.9,,,-0.2,0.6,0.5,0.1,0.2,Declined,Improving,2023
Patrick Beverley,2023-24,MIL,35.0,3196448.0,"$3,196,448",298.0,26.0,6.0,3.6,2.6,11.4,0.524,1.1,0.2,-0.4,2022-23,LAL,13000000.0,110.0,45.0,6.4,3.1,2.6,8.3,0.548,1.8,0.1,-1.8,-9803552.0,-75.4,-0.4,0.5,0.0,0.1,-0.7,Declined,Improving,2023
Royce O'Neale,2023-24,PHO,30.0,9500000.0,"$9,500,000",165.0,30.0,8.1,5.2,2.7,12.3,0.555,1.7,0.6,1.3,2022-23,BRK,9200000.0,156.0,76.0,8.8,5.1,3.7,9.2,0.538,2.9,0.5,-1.1,300000.0,3.3,-0.7,0.1,-1.0,0.1,-1.2,Declined,Improving,2023
Thanasis Antetokounmpo,2023-24,MIL,31.0,2346614.0,"$2,346,614",374.0,34.0,0.9,0.4,0.5,5.5,0.518,0.0,-0.2,-6.4,2022-23,MIL,1878720.0,408.0,37.0,1.4,1.2,0.4,6.7,0.458,0.1,-0.3,-7.6,467894.0,24.9,-0.5,-0.8,0.1,0.1,-0.1,Declined,Improving,2023
Daniel Theis,2023-24,LAC,31.0,6928876.0,"$6,928,876",202.0,59.0,6.3,4.1,1.0,14.5,0.601,2.6,0.1,-1.5,2022-23,IND,8694369.0,169.0,7.0,7.0,3.1,1.3,14.2,0.497,0.1,0.0,-1.4,-1765493.0,-20.3,-0.7,1.0,-0.3,0.1,2.5,Declined,Improving,2023
Julian Champagnie,2023-24,SAS,22.0,3000000.0,"$3,000,000",321.0,74.0,6.8,2.8,1.4,10.6,0.57,1.8,0.0,-1.9,2022-23,2TM,825000.0,480.0,17.0,9.7,3.5,0.6,13.4,0.6,0.4,-0.1,-3.3,2175000.0,263.6,-2.9,-0.7,0.8,0.1,1.4,Significantly Declined,Improving,2023
Julian Champagnie,2023-24,SAS,22.0,3000000.0,"$3,000,000",321.0,74.0,6.8,2.8,1.4,10.6,0.57,1.8,0.0,-1.9,2022-23,SAS,825000.0,480.0,15.0,11.0,4.0,0.7,13.8,0.609,0.4,-0.1,-3.0,2175000.0,263.6,-4.2,-1.2,0.7,0.1,1.4,Significantly Declined,Improving,2023
Jake LaRavia,2023-24,MEM,22.0,3199920.0,"$3,199,920",297.0,35.0,10.8,3.7,1.7,12.6,0.54,1.0,-0.1,-2.5,2022-23,MEM,3047640.0,296.0,35.0,3.0,1.8,0.6,6.7,0.531,0.5,-0.2,-3.5,152280.0,5.0,7.8,1.9,1.1,0.1,0.5,Significantly Improved,Improving,2023
Kyrie Irving,2023-24,DAL,31.0,38037037.0,"$38,037,037",20.0,58.0,25.6,5.0,5.2,21.9,0.608,6.9,3.6,4.9,2022-23,2TM,38917057.0,12.0,60.0,27.1,5.1,5.5,22.4,0.613,7.4,3.5,4.1,-880020.0,-2.3,-1.5,-0.1,-0.3,0.1,-0.5,Declined,Improving,2023
Daniel Theis,2023-24,2TM,31.0,6928876.0,"$6,928,876",202.0,60.0,6.3,4.1,1.0,14.4,0.597,2.5,0.1,-1.6,2022-23,IND,8694369.0,169.0,7.0,7.0,3.1,1.3,14.2,0.497,0.1,0.0,-1.4,-1765493.0,-20.3,-0.7,1.0,-0.3,0.1,2.4,Declined,Improving,2023
Orlando Robinson,2023-24,MIA,23.0,1801769.0,"$1,801,769",438.0,36.0,2.8,2.3,0.9,14.0,0.596,0.9,0.1,-1.1,2022-23,MIA,35096.0,618.0,31.0,3.7,4.1,0.8,13.4,0.565,1.1,0.0,-2.1,1766673.0,5033.8,-0.9,-1.8,0.1,0.1,-0.2,Declined,Improving,2023
Damian Jones,2023-24,CLE,28.0,2586665.0,"$2,586,665",349.0,39.0,2.7,1.6,0.4,15.8,0.659,0.8,0.1,-0.5,2022-23,LAL,2298385.0,348.0,22.0,2.5,2.5,0.2,13.8,0.6,0.4,0.0,-2.0,288280.0,12.5,0.2,-0.9,0.2,0.1,0.4,Improved,Improving,2023
Caris LeVert,2023-24,CLE,29.0,15384616.0,"$15,384,616",107.0,68.0,14.0,4.1,5.1,14.6,0.524,3.6,1.1,0.2,2022-23,CLE,18796296.0,73.0,74.0,12.1,3.8,3.9,12.4,0.546,4.4,1.0,-0.2,-3411680.0,-18.2,1.9,0.3,1.2,0.1,-0.8,Improved,Improving,2023
Jacob Gilyard,2023-24,2TM,25.0,,,,41.0,4.2,1.1,3.3,11.1,0.573,1.4,0.1,-1.4,2022-23,MEM,,,1.0,3.0,4.0,7.0,7.3,0.5,0.1,0.0,-6.1,,,1.2,-2.9,-3.7,0.1,1.3,Improved,Improving,2023
Furkan Korkmaz,2023-24,PHI,26.0,5370370.0,"$5,370,370",232.0,35.0,2.5,0.9,0.7,9.2,0.519,0.4,-0.1,-2.7,2022-23,PHI,5000000.0,232.0,37.0,3.8,1.1,0.6,9.3,0.552,0.1,-0.2,-4.4,370370.0,7.4,-1.3,-0.2,0.1,0.1,0.3,Declined,Improving,2023
Jacob Gilyard,2023-24,MEM,25.0,,,,37.0,4.7,1.2,3.5,11.6,0.597,1.4,0.1,-1.3,2022-23,MEM,,,1.0,3.0,4.0,7.0,7.3,0.5,0.1,0.0,-6.1,,,1.7,-2.8,-3.5,0.1,1.3,Improved,Improving,2023
John Collins,2023-24,UTA,26.0,25340000.0,"$25,340,000",56.0,68.0,15.1,8.5,1.1,17.5,0.621,4.4,0.5,-0.9,2022-23,ATL,23500000.0,55.0,71.0,13.1,6.5,1.2,13.6,0.593,4.2,0.4,-1.3,1840000.0,7.8,2.0,2.0,-0.1,0.1,0.2,Improved,Improving,2023
Marvin Bagley III,2023-24,2TM,24.0,,,,50.0,11.7,6.2,1.1,19.4,0.629,2.7,0.4,-0.4,2022-23,DET,,,42.0,12.0,6.4,0.9,17.2,0.587,2.0,0.3,-0.9,,,-0.3,-0.2,0.2,0.1,0.7,Declined,Improving,2023
Jaime Jaquez Jr.,2023-24,MIA,22.0,,,,75.0,11.9,3.8,2.6,12.9,0.574,4.0,0.1,-1.9,,,,,,,,,,,,,,,,11.9,3.8,2.6,0.1,4.0,Significantly Improved,Improving,2023
Taylor Hendricks,2023-24,UTA,20.0,5569872.0,"$5,569,872",229.0,40.0,7.3,4.6,0.8,11.8,0.578,1.2,0.1,-1.6,,,,,,,,,,,,,,5569872.0,556987100.0,7.3,4.6,0.8,0.1,1.2,Significantly Improved,Improving,2023
GG Jackson II,2023-24,MEM,19.0,,,,48.0,14.6,4.1,1.2,13.7,0.554,1.2,0.0,-2.0,,,,,,,,,,,,,,,,14.6,4.1,1.2,0.0,1.2,Significantly Improved,Consistent,2023
Collin Gillespie,2023-24,DEN,24.0,,,,24.0,3.6,0.9,1.1,11.0,0.586,0.4,0.0,-2.7,,,,,,,,,,,,,,,,3.6,0.9,1.1,0.0,0.4,Significantly Improved,Consistent,2023
Leaky Black,2023-24,CHO,24.0,,,,26.0,2.7,1.8,0.9,11.5,0.589,0.5,0.0,-2.4,,,,,,,,,,,,,,,,2.7,1.8,0.9,0.0,0.5,Significantly Improved,Consistent,2023
Danilo Gallinari,2023-24,3TM,35.0,6802950.0,"$6,802,950",205.0,49.0,5.7,2.2,1.1,13.4,0.601,1.3,0.0,-1.9,,,,,,,,,,,,,,6802950.0,680294900.0,5.7,2.2,1.1,0.0,1.3,Significantly Improved,Consistent,2023
Jalen Pickett,2023-24,DEN,24.0,1708143.0,"$1,708,143",452.0,27.0,1.6,0.5,0.8,9.7,0.571,0.2,0.0,-3.3,,,,,,,,,,,,,,1708143.0,170814200.0,1.6,0.5,0.8,0.0,0.2,Improved,Consistent,2023
Jordan Nwora,2023-24,TOR,25.0,3000000.0,"$3,000,000",321.0,34.0,7.9,3.4,1.3,14.2,0.573,0.4,0.0,-2.0,2022-23,IND,2800000.0,318.0,24.0,13.0,4.7,2.1,14.4,0.586,0.8,0.0,-1.8,200000.0,7.1,-5.1,-1.3,-0.8,0.0,-0.4,Significantly Declined,Consistent,2023
James Wiseman,2023-24,DET,22.0,12119440.0,"$12,119,440",128.0,63.0,7.1,5.3,0.9,14.8,0.637,2.1,-0.4,-3.5,2022-23,DET,9603360.0,148.0,24.0,12.7,8.1,0.7,15.0,0.563,0.6,-0.4,-4.3,2516080.0,26.2,-5.6,-2.8,0.2,0.0,1.5,Significantly Declined,Consistent,2023
Taurean Prince,2023-24,LAL,29.0,4516000.0,"$4,516,000",257.0,78.0,8.9,2.9,1.5,8.8,0.579,1.9,-0.4,-2.8,2022-23,MIN,7100000.0,187.0,54.0,9.1,2.4,1.6,10.0,0.597,1.3,-0.4,-3.3,-2584000.0,-36.4,-0.2,0.5,-0.1,0.0,0.6,Declined,Consistent,2023
Eric Gordon,2023-24,PHO,35.0,3196448.0,"$3,196,448",298.0,68.0,11.0,1.8,2.0,10.8,0.58,2.5,0.1,-1.7,2022-23,2TM,19568360.0,69.0,69.0,12.4,1.9,2.7,11.8,0.587,2.3,0.1,-1.9,-16371912.0,-83.7,-1.4,-0.1,-0.7,0.0,0.2,Declined,Consistent,2023
Mikal Bridges,2023-24,BRK,27.0,21700000.0,"$21,700,000",68.0,82.0,19.6,4.5,3.6,14.9,0.56,4.2,1.2,-0.4,2022-23,BRK,20100000.0,66.0,27.0,26.1,4.5,2.7,21.3,0.607,2.5,1.2,3.3,1600000.0,8.0,-6.5,0.0,0.9,0.0,1.7,Significantly Declined,Consistent,2023
Dāvis Bertāns,2023-24,2TM,31.0,17000000.0,"$17,000,000",97.0,43.0,6.7,1.4,0.8,11.6,0.583,0.9,0.1,-1.4,2022-23,DAL,16000000.0,93.0,45.0,4.6,1.2,0.5,11.9,0.618,0.9,0.1,-1.2,1000000.0,6.3,2.1,0.2,0.3,0.0,0.0,Significantly Improved,Consistent,2023
Jeenathan Williams,2023-24,HOU,24.0,,,,22.0,2.9,1.0,0.3,15.6,0.565,0.3,0.0,-1.6,2022-23,POR,,,5.0,10.6,3.0,2.0,15.5,0.657,0.3,0.0,-3.0,,,-7.7,-2.0,-1.7,0.0,0.0,Significantly Declined,Consistent,2023
Jabari Walker,2023-24,POR,21.0,1719864.0,"$1,719,864",442.0,72.0,8.9,7.1,1.0,13.0,0.546,2.9,-0.6,-3.3,2022-23,POR,1017781.0,467.0,56.0,3.9,2.3,0.6,9.6,0.496,0.2,-0.6,-6.1,702083.0,69.0,5.0,4.8,0.4,0.0,2.7,Significantly Improved,Consistent,2023
Jared Butler,2023-24,WAS,23.0,1809782.0,"$1,809,782",437.0,40.0,6.3,1.5,3.2,14.1,0.579,0.6,0.0,-2.1,2022-23,OKC,1563518.0,441.0,6.0,6.2,0.7,1.3,13.0,0.578,0.1,0.0,-2.6,246264.0,15.8,0.1,0.8,1.9,0.0,0.5,Improved,Consistent,2023
Cameron Payne,2023-24,PHI,29.0,6500000.0,"$6,500,000",211.0,31.0,9.3,1.8,3.1,13.0,0.533,0.8,0.2,-0.7,2022-23,PHO,6000000.0,207.0,48.0,10.3,2.2,4.5,13.2,0.512,1.1,0.2,-1.2,500000.0,8.3,-1.0,-0.4,-1.4,0.0,-0.3,Declined,Consistent,2023
Kenneth Lofton Jr.,2023-24,3TM,21.0,,,,21.0,4.6,1.8,1.6,14.7,0.537,0.3,0.1,-0.3,2022-23,MEM,,,24.0,5.0,2.1,0.8,20.2,0.572,0.5,0.1,-0.4,,,-0.4,-0.3,0.8,0.0,-0.2,Declined,Consistent,2023
Keegan Murray,2023-24,SAC,23.0,8409000.0,"$8,409,000",179.0,77.0,15.2,5.5,1.7,13.3,0.569,5.2,0.8,-0.9,2022-23,SAC,8008440.0,176.0,80.0,12.2,4.6,1.2,12.3,0.597,4.3,0.8,-0.6,400560.0,5.0,3.0,0.9,0.5,0.0,0.9,Significantly Improved,Consistent,2023
Draymond Green,2023-24,GSW,33.0,22321429.0,"$22,321,429",66.0,55.0,8.6,7.2,6.0,14.5,0.587,3.6,1.6,2.4,2022-23,GSW,25806468.0,53.0,73.0,8.5,7.2,6.8,12.2,0.592,4.7,1.6,0.8,-3485039.0,-13.5,0.1,0.0,-0.8,0.0,-1.1,Improved,Consistent,2023
Julian Champagnie,2023-24,SAS,22.0,3000000.0,"$3,000,000",321.0,74.0,6.8,2.8,1.4,10.6,0.57,1.8,0.0,-1.9,2022-23,PHI,825000.0,480.0,2.0,0.0,0.0,0.0,-3.8,0.0,0.0,0.0,-13.5,2175000.0,263.6,6.8,2.8,1.4,0.0,1.8,Significantly Improved,Consistent,2023
Saben Lee,2023-24,PHO,24.0,,,,24.0,3.0,1.3,1.3,13.5,0.492,0.4,0.0,-1.4,2022-23,PHO,1752638.0,432.0,23.0,6.3,2.0,2.8,13.1,0.51,0.7,0.0,-1.8,,,-3.3,-0.7,-1.5,0.0,-0.3,Significantly Declined,Consistent,2023
Saben Lee,2023-24,PHO,24.0,,,,24.0,3.0,1.3,1.3,13.5,0.492,0.4,0.0,-1.4,2022-23,2TM,1752638.0,432.0,25.0,6.0,1.8,2.7,13.1,0.517,0.7,0.0,-1.8,,,-3.0,-0.5,-1.4,0.0,-0.3,Significantly Declined,Consistent,2023
Patrick Beverley,2023-24,PHI,35.0,3196448.0,"$3,196,448",298.0,47.0,6.3,3.1,3.1,11.7,0.547,1.7,0.1,-1.5,2022-23,LAL,13000000.0,110.0,45.0,6.4,3.1,2.6,8.3,0.548,1.8,0.1,-1.8,-9803552.0,-75.4,-0.1,0.0,0.5,0.0,-0.1,Declined,Consistent,2023
Al Horford,2023-24,BOS,37.0,10000000.0,"$10,000,000",157.0,65.0,8.6,6.4,2.6,15.0,0.65,6.2,2.5,3.6,2022-23,BOS,26500000.0,52.0,63.0,9.8,6.2,3.0,13.8,0.631,6.3,2.5,3.3,-16500000.0,-62.3,-1.2,0.2,-0.4,0.0,-0.1,Declined,Consistent,2023
Dorian Finney-Smith,2023-24,BRK,30.0,13932008.0,"$13,932,008",114.0,68.0,8.5,4.7,1.6,10.1,0.546,2.6,0.0,-2.0,2022-23,2TM,12939848.0,115.0,66.0,8.3,4.8,1.5,9.2,0.523,2.1,0.0,-2.0,992160.0,7.7,0.2,-0.1,0.1,0.0,0.5,Improved,Consistent,2023
Patrick Beverley,2023-24,2TM,35.0,3196448.0,"$3,196,448",298.0,73.0,6.2,3.3,2.9,11.6,0.539,2.7,0.3,-1.1,2022-23,CHI,13000000.0,110.0,22.0,5.8,4.9,3.5,10.1,0.506,1.2,0.3,-0.2,-9803552.0,-75.4,0.4,-1.6,-0.6,0.0,1.5,Improved,Consistent,2023
Patrick Beverley,2023-24,2TM,35.0,3196448.0,"$3,196,448",298.0,73.0,6.2,3.3,2.9,11.6,0.539,2.7,0.3,-1.1,2022-23,2TM,13000000.0,110.0,67.0,6.2,3.7,2.9,8.9,0.534,3.0,0.3,-1.2,-9803552.0,-75.4,0.0,-0.4,0.0,0.0,-0.3,Stable,Consistent,2023
Marvin Bagley III,2023-24,WAS,24.0,,,,24.0,13.3,8.1,1.2,20.5,0.622,1.6,0.3,0.3,2022-23,DET,,,42.0,12.0,6.4,0.9,17.2,0.587,2.0,0.3,-0.9,,,1.3,1.7,0.3,0.0,-0.4,Improved,Consistent,2023
Saben Lee,2023-24,PHO,24.0,,,,24.0,3.0,1.3,1.3,13.5,0.492,0.4,0.0,-1.4,2022-23,PHI,1752638.0,432.0,2.0,3.0,0.0,1.0,12.8,0.75,0.0,0.0,-4.3,,,0.0,1.3,0.3,0.0,0.4,Stable,Consistent,2023
Lonnie Walker IV,2023-24,BRK,25.0,,,,58.0,9.7,2.2,1.3,13.1,0.545,0.8,0.2,-1.4,2022-23,LAL,,,56.0,11.7,1.9,1.1,12.2,0.57,1.8,0.2,-1.4,,,-2.0,0.3,0.2,0.0,-1.0,Declined,Consistent,2023
Isaiah Joe,2023-24,OKC,24.0,1997238.0,"$1,997,238",415.0,78.0,8.2,2.3,1.3,13.4,0.626,3.5,1.0,0.9,2022-23,OKC,1836090.0,414.0,73.0,9.5,2.4,1.2,14.5,0.626,3.8,1.0,0.9,161148.0,8.8,-1.3,-0.1,0.1,0.0,-0.3,Declined,Consistent,2023
Wendell Moore Jr.,2023-24,MIN,22.0,,,,25.0,0.7,0.5,0.2,8.6,0.5,0.1,0.0,-2.8,2022-23,MIN,,,29.0,1.4,0.6,0.6,9.3,0.465,0.1,0.0,-2.4,,,-0.7,-0.1,-0.4,0.0,0.0,Declined,Consistent,2023
Kelly Olynyk,2023-24,UTA,32.0,12195122.0,"$12,195,122",126.0,50.0,8.1,5.1,4.4,17.3,0.677,3.1,1.2,2.6,2022-23,UTA,12804878.0,116.0,68.0,12.5,6.2,3.7,14.4,0.643,4.3,1.2,0.4,-609756.0,-4.8,-4.4,-1.1,0.7,0.0,-1.2,Significantly Declined,Consistent,2023
Admiral Schofield,2023-24,ORL,26.0,,,,23.0,1.1,0.7,0.3,6.0,0.484,0.0,-0.1,-4.9,2022-23,ORL,877940.0,477.0,37.0,4.2,1.7,0.8,10.1,0.587,0.8,-0.1,-2.9,,,-3.1,-1.0,-0.5,0.0,-0.8,Significantly Declined,Consistent,2023
Josh Richardson,2023-24,MIA,30.0,2891467.0,"$2,891,467",327.0,43.0,9.9,2.8,2.4,11.4,0.573,2.1,0.2,-1.3,2022-23,SAS,12196094.0,121.0,42.0,11.5,2.8,3.3,13.6,0.556,1.0,0.2,-1.1,-9304627.0,-76.3,-1.6,0.0,-0.9,0.0,1.1,Declined,Consistent,2023
Derrick Rose,2023-24,MEM,35.0,3196448.0,"$3,196,448",298.0,24.0,8.0,1.9,3.3,13.1,0.54,0.4,-0.1,-2.8,2022-23,NYK,14520730.0,99.0,27.0,5.6,1.5,1.7,10.1,0.463,0.0,-0.1,-3.7,-11324282.0,-78.0,2.4,0.4,1.6,0.0,0.4,Significantly Improved,Consistent,2023
Talen Horton-Tucker,2023-24,UTA,23.0,11020000.0,"$11,020,000",141.0,51.0,10.1,2.4,3.5,13.4,0.503,0.8,0.2,-1.2,2022-23,UTA,10260000.0,138.0,65.0,10.7,3.2,3.8,13.7,0.508,0.8,0.2,-1.6,760000.0,7.4,-0.6,-0.8,-0.3,0.0,0.0,Declined,Consistent,2023
Reggie Jackson,2023-24,DEN,33.0,5000000.0,"$5,000,000",242.0,82.0,10.2,1.9,3.8,11.7,0.521,2.1,-0.6,-3.2,2022-23,LAC,10876844.0,129.0,52.0,10.9,2.2,3.5,10.3,0.523,0.6,-0.6,-3.7,-5876844.0,-54.0,-0.7,-0.3,0.3,0.0,1.5,Declined,Consistent,2023
Jakob Poeltl,2023-24,TOR,28.0,19500000.0,"$19,500,000",78.0,50.0,11.1,8.6,2.5,18.9,0.653,3.8,0.9,0.7,2022-23,SAS,9398148.0,152.0,46.0,12.1,9.0,3.1,19.7,0.625,2.9,0.9,0.9,10101852.0,107.5,-1.0,-0.4,-0.6,0.0,0.9,Declined,Consistent,2023
Wesley Matthews,2023-24,ATL,37.0,3196448.0,"$3,196,448",298.0,36.0,3.1,1.5,0.6,8.2,0.511,0.4,-0.1,-2.8,2022-23,MIL,2905851.0,303.0,52.0,3.4,2.2,0.7,7.0,0.519,1.2,-0.1,-2.7,290597.0,10.0,-0.3,-0.7,-0.1,0.0,-0.8,Declined,Consistent,2023
Tobias Harris,2023-24,PHI,31.0,39270150.0,"$39,270,150",19.0,70.0,17.2,6.5,3.1,16.5,0.576,5.9,1.7,0.9,2022-23,PHI,37633050.0,17.0,74.0,14.7,5.7,2.5,14.8,0.602,5.9,1.7,0.7,1637100.0,4.4,2.5,0.8,0.6,0.0,0.0,Significantly Improved,Consistent,2023
Jordan Nwora,2023-24,TOR,25.0,3000000.0,"$3,000,000",321.0,34.0,7.9,3.4,1.3,14.2,0.573,0.4,0.0,-2.0,2022-23,MIL,2800000.0,318.0,38.0,6.0,3.1,1.0,10.0,0.53,0.7,0.0,-2.4,200000.0,7.1,1.9,0.3,0.3,0.0,-0.3,Improved,Consistent,2023
Jordan Nwora,2023-24,TOR,25.0,3000000.0,"$3,000,000",321.0,34.0,7.9,3.4,1.3,14.2,0.573,0.4,0.0,-2.0,2022-23,2TM,2800000.0,318.0,62.0,8.7,3.7,1.4,12.2,0.561,1.5,0.0,-2.1,200000.0,7.1,-0.8,-0.3,-0.1,0.0,-1.1,Declined,Consistent,2023
Stanley Umude,2023-24,DET,24.0,1098242.0,"$1,098,242",475.0,24.0,5.3,2.1,0.5,11.4,0.647,0.5,0.0,-1.6,2022-23,DET,58493.0,610.0,1.0,2.0,0.0,0.0,65.6,0.532,0.0,0.0,48.6,1039749.0,1777.6,3.3,2.1,0.5,0.0,0.5,Significantly Improved,Consistent,2023
DeAndre Jordan,2023-24,DEN,35.0,3196448.0,"$3,196,448",298.0,36.0,3.9,4.4,0.7,16.0,0.61,1.2,0.0,-1.7,2022-23,DEN,7827907.0,179.0,39.0,5.1,5.2,0.9,14.7,0.731,1.4,0.0,-1.8,-4631459.0,-59.2,-1.2,-0.8,-0.2,0.0,-0.2,Declined,Consistent,2023
Cody Zeller,2023-24,NOP,31.0,3196448.0,"$3,196,448",298.0,43.0,1.8,2.6,0.9,12.8,0.483,0.8,0.0,-2.6,2022-23,MIA,743922.0,486.0,15.0,6.5,4.3,0.7,16.4,0.659,0.7,0.0,-2.8,2452526.0,329.7,-4.7,-1.7,0.2,0.0,0.1,Significantly Declined,Consistent,2023
Kevin Knox,2023-24,DET,24.0,2144320.0,"$2,144,320",400.0,31.0,7.2,2.4,0.7,9.9,0.57,0.4,-0.4,-4.6,2022-23,2TM,3000000.0,298.0,63.0,6.6,2.8,0.5,11.1,0.579,0.7,-0.4,-3.5,-855680.0,-28.5,0.6,-0.4,0.2,0.0,-0.3,Improved,Consistent,2023
Lindy Waters III,2023-24,OKC,26.0,766095.0,"$766,095",489.0,38.0,3.6,1.1,0.6,15.3,0.653,0.9,0.3,1.9,2022-23,OKC,2316876.0,344.0,41.0,5.2,1.8,0.7,11.8,0.573,1.1,0.3,0.1,-1550781.0,-66.9,-1.6,-0.7,-0.1,0.0,-0.2,Declined,Consistent,2023
Kessler Edwards,2023-24,SAC,23.0,1927896.0,"$1,927,896",423.0,54.0,1.7,0.8,0.3,10.3,0.541,0.5,0.0,-1.5,2022-23,SAC,1637966.0,438.0,22.0,3.9,2.1,1.0,10.0,0.569,0.6,0.0,-2.5,289930.0,17.7,-2.2,-1.3,-0.7,0.0,-0.1,Significantly Declined,Consistent,2023
Richaun Holmes,2023-24,DAL,30.0,12046020.0,"$12,046,020",130.0,23.0,3.4,3.4,0.7,13.9,0.572,0.6,-0.1,-3.0,2022-23,SAC,11215260.0,125.0,42.0,3.1,1.9,0.2,12.9,0.668,0.8,-0.1,-2.9,830760.0,7.4,0.3,1.5,0.5,0.0,-0.2,Improved,Consistent,2023
Trey Lyles,2023-24,SAC,28.0,8000000.0,"$8,000,000",182.0,58.0,7.2,4.4,1.2,11.9,0.596,2.4,0.3,-1.1,2022-23,SAC,2625000.0,329.0,74.0,7.6,4.1,0.9,14.2,0.607,2.6,0.3,-1.0,5375000.0,204.8,-0.4,0.3,0.3,0.0,-0.2,Declined,Consistent,2023
Matt Ryan,2023-24,NOP,26.0,2059782.0,"$2,059,782",405.0,28.0,5.4,1.4,0.6,9.0,0.638,0.5,-0.1,-2.7,2022-23,LAL,442439.0,547.0,12.0,3.9,1.2,0.3,4.6,0.459,0.0,-0.1,-5.7,1617343.0,365.6,1.5,0.2,0.3,0.0,0.5,Improved,Consistent,2023
Ochai Agbaji,2023-24,UTA,23.0,4114200.0,"$4,114,200",268.0,51.0,5.4,2.5,0.9,8.1,0.531,0.4,-0.3,-3.0,2022-23,UTA,3918360.0,269.0,59.0,7.9,2.1,1.1,9.5,0.561,1.3,-0.3,-3.0,195840.0,5.0,-2.5,0.4,-0.2,0.0,-0.9,Significantly Declined,Consistent,2023
Kris Dunn,2023-24,UTA,29.0,2586484.0,"$2,586,484",350.0,66.0,5.4,2.9,3.8,12.8,0.546,2.0,0.6,-0.1,2022-23,UTA,1000001.0,473.0,22.0,13.2,4.5,5.6,19.1,0.606,1.9,0.6,2.4,1586483.0,158.6,-7.8,-1.6,-1.8,0.0,0.1,Significantly Declined,Consistent,2023
Matt Ryan,2023-24,NOP,26.0,2059782.0,"$2,059,782",405.0,28.0,5.4,1.4,0.6,9.0,0.638,0.5,-0.1,-2.7,2022-23,2TM,442439.0,547.0,34.0,3.6,0.8,0.5,8.1,0.538,0.3,-0.1,-3.4,1617343.0,365.6,1.8,0.6,0.1,0.0,0.2,Improved,Consistent,2023
Cam Reddish,2023-24,LAL,24.0,2165000.0,"$2,165,000",394.0,48.0,5.4,2.1,1.0,7.7,0.504,0.6,-0.3,-3.2,2022-23,POR,5954454.0,209.0,20.0,11.0,2.9,1.9,10.6,0.563,0.3,-0.3,-4.3,-3789454.0,-63.6,-5.6,-0.8,-0.9,0.0,0.3,Significantly Declined,Consistent,2023
Chimezie Metu,2023-24,2TM,26.0,2346614.0,"$2,346,614",374.0,51.0,6.5,3.8,0.9,13.3,0.61,1.5,0.2,-1.3,2022-23,SAC,1910860.0,403.0,66.0,4.9,3.0,0.6,17.3,0.639,2.1,0.3,-0.1,435754.0,22.8,1.6,0.8,0.3,-0.1,-0.6,Improved,Declining,2023
Jeremiah Robinson-Earl,2023-24,NOP,23.0,1900000.0,"$1,900,000",429.0,39.0,2.9,1.9,0.5,11.8,0.564,0.6,0.0,-2.2,2022-23,OKC,2000000.0,380.0,43.0,6.8,4.2,1.0,13.0,0.548,1.9,0.1,-1.5,-100000.0,-5.0,-3.9,-2.3,-0.5,-0.1,-1.3,Significantly Declined,Declining,2023
